DELIVERY_DATE,DELIVERY_HOUR,INTERVAL,ENGY
2015/1/24,17,9,33
2015/1/24,17,10,32.42
2015/1/24,17,11,34.51
2015/1/24,17,12,35.62
2015/1/24,18,1,29.11
2015/1/24,18,2,31.53
2015/1/24,18,3,31.53
2015/1/24,18,4,31.55
2015/1/24,18,5,32.16
2015/1/24,18,6,33
2015/1/24,18,7,32.42
2015/1/24,18,8,32.42
2015/1/24,18,9,32.42
2015/1/24,18,10,33
2015/1/24,18,11,32.42
2015/1/24,18,12,32.42
2015/1/24,19,1,34.51
2015/1/24,19,2,33
2015/1/24,19,3,33
2015/1/24,19,4,32.42
2015/1/24,19,5,32.42
2015/1/24,19,6,32.16
2015/1/24,19,7,32.16
2015/1/24,19,8,31.53
2015/1/24,19,9,31.53
2015/1/24,19,10,31.51
2015/1/24,19,11,31.51
2015/1/24,19,12,30.78
2015/1/24,20,1,30.69
2015/1/24,20,2,30.69
2015/1/24,20,3,30.69
2015/1/24,20,4,30.69
2015/1/24,20,5,30.41
2015/1/24,20,6,29.14
2015/1/24,20,7,29.12
2015/1/24,20,8,29.08
2015/1/24,20,9,29.08
2015/1/24,20,10,28.42
2015/1/24,20,11,28.41
2015/1/24,20,12,28.41
2015/1/24,21,1,28.42
2015/1/24,21,2,28.41
2015/1/24,21,3,28.41
2015/1/24,21,4,28.41
2015/1/24,21,5,28.41
2015/1/24,21,6,28.41
2015/1/24,21,7,28.4
2015/1/24,21,8,28.4
2015/1/24,21,9,28.4
2015/1/24,21,10,28.4
2015/1/24,21,11,28.4
2015/1/24,21,12,28.4
2015/1/24,22,1,29.15
2015/1/24,22,2,29.09
2015/1/24,22,3,29.14
2015/1/24,22,4,29.1
2015/1/24,22,5,28.41
2015/1/24,22,6,28.41
2015/1/24,22,7,28.41
2015/1/24,22,8,28.41
2015/1/24,22,9,28.41
2015/1/24,22,10,28.14
2015/1/24,22,11,28.14
2015/1/24,22,12,28.14
2015/1/24,23,1,28.41
2015/1/24,23,2,28.41
2015/1/24,23,3,28.41
2015/1/24,23,4,28.41
2015/1/24,23,5,28.41
2015/1/24,23,6,28.41
2015/1/24,23,7,27.26
2015/1/24,23,8,24.16
2015/1/24,23,9,23.4
2015/1/24,23,10,24.16
2015/1/24,23,11,24.17
2015/1/24,23,12,26.67
2015/1/24,24,1,44.16
2015/1/24,24,2,28.65
2015/1/24,24,3,28.41
2015/1/24,24,4,28.41
2015/1/24,24,5,28.41
2015/1/24,24,6,27.45
2015/1/24,24,7,27.45
2015/1/24,24,8,24.16
2015/1/24,24,9,23.4
2015/1/24,24,10,27.44
2015/1/24,24,11,27.44
2015/1/24,24,12,23.4
2015/1/25,1,1,14.36
2015/1/25,1,2,20.17
2015/1/25,1,3,20.17
2015/1/25,1,4,25.74
2015/1/25,1,5,25.74
2015/1/25,1,6,20.17
2015/1/25,1,7,20.2
2015/1/25,1,8,14.38
2015/1/25,1,9,14.38
2015/1/25,1,10,14.4
2015/1/25,1,11,14.38
2015/1/25,1,12,14.39
2015/1/25,2,1,34.62
2015/1/25,2,2,32.25
2015/1/25,2,3,27.45
2015/1/25,2,4,25.73
2015/1/25,2,5,25.73
2015/1/25,2,6,27.45
2015/1/25,2,7,25.73
2015/1/25,2,8,20.2
2015/1/25,2,9,25.73
2015/1/25,2,10,20.17
2015/1/25,2,11,20.17
2015/1/25,2,12,20.17
2015/1/25,3,1,75.74
2015/1/25,3,2,65.86
2015/1/25,3,3,65.17
2015/1/25,3,4,65.17
2015/1/25,3,5,65.7
2015/1/25,3,6,65.18
2015/1/25,3,7,65.17
2015/1/25,3,8,65.17
2015/1/25,3,9,65.17
2015/1/25,3,10,65.16
2015/1/25,3,11,65.17
2015/1/25,3,12,65.17
2015/1/25,4,1,25.73
2015/1/25,4,2,27.45
2015/1/25,4,3,25.73
2015/1/25,4,4,14.4
2015/1/25,4,5,14.39
2015/1/25,4,6,14.39
2015/1/25,4,7,14.38
2015/1/25,4,8,14.4
2015/1/25,4,9,14.38
2015/1/25,4,10,14.38
2015/1/25,4,11,14.38
2015/1/25,4,12,14.37
2015/1/25,5,1,14.34
2015/1/25,5,2,14.34
2015/1/25,5,3,14.33
2015/1/25,5,4,14.32
2015/1/25,5,5,14.33
2015/1/25,5,6,14.33
2015/1/25,5,7,14.34
2015/1/25,5,8,14.34
2015/1/25,5,9,14.33
2015/1/25,5,10,14.34
2015/1/25,5,11,14.34
2015/1/25,5,12,14.37
2015/1/25,6,2,14.31
2015/1/25,6,3,14.32
2015/1/25,6,4,14.31
2015/1/25,6,5,14.31
2015/1/25,6,6,14.32
2015/1/25,6,7,14.33
2015/1/25,6,8,14.33
2015/1/25,6,9,14.33
2015/1/25,6,10,14.33
2015/1/25,6,11,14.34
2015/1/25,6,12,14.33
2015/1/25,7,1,14.31
2015/1/25,7,2,14.31
2015/1/25,7,3,14.32
2015/1/25,7,4,14.33
2015/1/25,7,5,14.32
2015/1/25,7,6,14.33
2015/1/25,7,7,14.34
2015/1/25,7,8,14.34
2015/1/25,7,9,14.37
2015/1/25,7,10,14.38
2015/1/25,7,11,20.17
2015/1/25,7,12,20.17
2015/1/25,8,1,14.31
2015/1/25,8,2,14.33
2015/1/25,8,3,14.33
2015/1/25,8,4,14.36
2015/1/25,8,5,14.36
2015/1/25,8,6,14.37
2015/1/25,8,7,14.36
2015/1/25,8,8,14.36
2015/1/25,8,9,14.36
2015/1/25,8,10,14.37
2015/1/25,8,11,14.37
2015/1/25,8,12,14.38
2015/1/25,9,1,14.32
2015/1/25,9,2,14.33
2015/1/25,9,3,14.34
2015/1/25,9,4,14.34
2015/1/25,9,5,14.36
2015/1/25,9,6,14.37
2015/1/25,9,7,14.36
2015/1/25,9,8,14.37
2015/1/25,9,9,14.36
2015/1/25,9,10,14.36
2015/1/25,9,11,14.37
2015/1/25,9,12,14.37
2015/1/25,10,1,14.31
2015/1/25,10,2,14.32
2015/1/25,10,3,14.32
2015/1/25,10,4,14.31
2015/1/25,10,5,14.31
2015/1/25,10,6,14.32
2015/1/25,10,7,14.31
2015/1/25,10,8,13.19
2015/1/25,10,9,13.14
2015/1/25,10,10,13.14
2015/1/25,10,11,13.19
2015/1/25,10,12,13.14
2015/1/25,11,1,12.5
2015/1/25,11,2,12.5
2015/1/25,11,3,12.25
2015/1/25,11,4,12.78
2015/1/25,11,5,13.19
2015/1/25,11,6,13.19
2015/1/25,11,7,13.19
2015/1/25,11,8,13.19
2015/1/25,11,9,13.19
2015/1/25,11,10,13.19
2015/1/25,11,11,13.19
2015/1/25,11,12,13.19
2015/1/25,12,1,25.64
2015/1/25,12,2,29.04
2015/1/25,12,3,29.04
2015/1/25,12,4,28.4
2015/1/25,12,5,29.04
2015/1/25,12,6,29.04
2015/1/25,12,7,29.04
2015/1/25,12,8,29.04
2015/1/25,12,9,29.04
2015/1/25,12,10,28.41
2015/1/25,12,11,28.41
2015/1/25,12,12,28.41
2015/1/25,13,1,29.04
2015/1/25,13,2,29.04
2015/1/25,13,3,28.41
2015/1/25,13,4,28.42
2015/1/25,13,5,28.41
2015/1/25,13,6,28.41
2015/1/25,13,7,28.41
2015/1/25,13,8,28.41
2015/1/25,13,9,28.41
2015/1/25,13,10,28.41
2015/1/25,13,11,28.41
2015/1/25,13,12,28.41
2015/1/25,14,1,29.05
2015/1/25,14,2,29.04
2015/1/25,14,3,29.04
2015/1/25,14,4,29.04
2015/1/25,14,5,28.42
2015/1/25,14,6,28.42
2015/1/25,14,7,28.42
2015/1/25,14,8,28.41
2015/1/25,14,9,28.42
2015/1/25,14,10,28.42
2015/1/25,14,11,28.42
2015/1/25,14,12,28.41
2015/1/25,15,1,28.41
2015/1/25,15,2,28.41
2015/1/25,15,3,28.41
2015/1/25,15,4,28.4
2015/1/25,15,5,28.41
2015/1/25,15,6,28.4
2015/1/25,15,7,28.41
2015/1/25,15,8,28.41
2015/1/25,15,9,28.41
2015/1/25,15,10,28.41
2015/1/25,15,11,28.41
2015/1/25,15,12,29.04
2015/1/25,16,1,14.38
2015/1/25,16,2,20.17
2015/1/25,16,3,28.38
2015/1/25,16,4,28.38
2015/1/25,16,5,28.39
2015/1/25,16,6,28.39
2015/1/25,16,7,28.4
2015/1/25,16,8,28.4
2015/1/25,16,9,28.41
2015/1/25,16,10,28.41
2015/1/25,16,11,28.41
2015/1/25,16,12,28.41
2015/1/25,17,1,27.26
2015/1/25,17,2,28.41
2015/1/25,17,3,28.41
2015/1/25,17,4,28.41
2015/1/25,17,5,28.83
2015/1/25,17,6,29.04
2015/1/25,17,7,29.05
2015/1/25,17,8,29.05
2015/1/25,17,9,29.05
2015/1/25,17,10,29.06
2015/1/25,17,11,29.06
2015/1/25,17,12,29.1
2015/1/25,18,1,29.15
2015/1/25,18,2,30.39
2015/1/25,18,3,30.67
2015/1/25,18,4,30.67
2015/1/25,18,5,31.53
2015/1/25,18,6,31.55
2015/1/25,18,7,33.94
2015/1/25,18,8,37.25
2015/1/25,18,9,35.61
2015/1/25,18,10,33.94
2015/1/25,18,11,33.93
2015/1/25,18,12,33.59
2015/1/25,19,1,30.76
2015/1/25,19,2,30.97
2015/1/25,19,3,30.76
2015/1/25,19,4,30.67
2015/1/25,19,5,30.67
2015/1/25,19,6,30.67
2015/1/25,19,7,30.67
2015/1/25,19,8,30.67
2015/1/25,19,9,30.39
2015/1/25,19,10,30.67
2015/1/25,19,11,30.39
2015/1/25,19,12,30.39
2015/1/25,20,1,30.39
2015/1/25,20,2,29.12
2015/1/25,20,3,29.15
2015/1/25,20,4,29.2
2015/1/25,20,5,29.15
2015/1/25,20,6,29.12
2015/1/25,20,7,29.11
2015/1/25,20,8,29.11
2015/1/25,20,9,29.14
2015/1/25,20,10,29.11
2015/1/25,20,11,29.1
2015/1/25,20,12,29.1
2015/1/25,21,1,30.76
2015/1/25,21,2,30.55
2015/1/25,21,3,30.67
2015/1/25,21,4,30.54
2015/1/25,21,5,30.54
2015/1/25,21,6,30.39
2015/1/25,21,7,30.39
2015/1/25,21,8,29.25
2015/1/25,21,9,29.12
2015/1/25,21,10,29.1
2015/1/25,21,11,29.08
2015/1/25,21,12,29.09
2015/1/25,22,1,30.76
2015/1/25,22,2,30.39
2015/1/25,22,3,30.39
2015/1/25,22,4,30.39
2015/1/25,22,5,29.12
2015/1/25,22,6,29.12
2015/1/25,22,7,29.08
2015/1/25,22,8,29.07
2015/1/25,22,9,28.42
2015/1/25,22,10,28.41
2015/1/25,22,11,28.41
2015/1/25,22,12,28.41
2015/1/25,23,1,35.67
2015/1/25,23,2,35.67
2015/1/25,23,3,34.58
2015/1/25,23,4,35.67
2015/1/25,23,5,34.74
2015/1/25,23,6,32.42
2015/1/25,23,7,31.55
2015/1/25,23,8,31.53
2015/1/25,23,9,31.53
2015/1/25,23,10,28.42
2015/1/25,23,11,28.41
2015/1/25,23,12,28.41
2015/1/25,24,1,36.8
2015/1/25,24,2,28.41
2015/1/25,24,3,28.41
2015/1/25,24,4,28.41
2015/1/25,24,5,28.41
2015/1/25,24,6,27.45
2015/1/25,24,7,28.41
2015/1/25,24,8,23.38
2015/1/25,24,9,23.39
2015/1/25,24,10,23.4
2015/1/25,24,11,23.39
2015/1/25,24,12,27.44
2015/1/26,1,1,47.58
2015/1/26,1,2,47.58
2015/1/26,1,3,62
2015/1/26,1,4,62
2015/1/26,1,5,60.2
2015/1/26,1,6,47.54
2015/1/26,1,7,44.98
2015/1/26,1,8,45.76
2015/1/26,1,9,44.97
2015/1/26,1,10,44.97
2015/1/26,1,11,44.98
2015/1/26,1,12,35.62
2015/1/26,2,1,34.3
2015/1/26,2,2,34.3
2015/1/26,2,3,34.3
2015/1/26,2,4,34.3
2015/1/26,2,5,27.45
2015/1/26,2,6,27.45
2015/1/26,2,7,27.74
2015/1/26,2,8,27.45
2015/1/26,2,9,27.45
2015/1/26,2,10,27.48
2015/1/26,2,11,27.81
2015/1/26,2,12,27.48
2015/1/26,3,1,34.04
2015/1/26,3,2,34.04
2015/1/26,3,3,34.04
2015/1/26,3,4,34.04
2015/1/26,3,5,34.07
2015/1/26,3,6,34.07
2015/1/26,3,7,34.07
2015/1/26,3,8,34.04
2015/1/26,3,9,34.04
2015/1/26,3,10,34.07
2015/1/26,3,11,34.08
2015/1/26,3,12,34.07
2015/1/26,4,1,27.45
2015/1/26,4,2,27.48
2015/1/26,4,3,34.03
2015/1/26,4,4,27.45
2015/1/26,4,5,27.45
2015/1/26,4,6,34.04
2015/1/26,4,7,27.45
2015/1/26,4,8,27.45
2015/1/26,4,9,27.45
2015/1/26,4,10,34.04
2015/1/26,4,11,34.04
2015/1/26,4,12,34.04
2015/1/26,5,5,20.17
2015/1/26,5,6,22.89
2015/1/26,5,7,20.17
2015/1/26,5,8,22.89
2015/1/26,5,10,28.38
2015/1/26,5,11,22.93
2015/1/26,5,12,22.92
2015/1/26,6,1,12.54
2015/1/26,6,2,24.16
2015/1/26,6,3,14.42
2015/1/26,6,4,25.81
2015/1/26,6,5,28.4
2015/1/26,6,6,28.4
2015/1/26,6,7,28.4
2015/1/26,6,8,28.4
2015/1/26,6,9,29.04
2015/1/26,6,10,28.4
2015/1/26,6,11,28.4
2015/1/26,6,12,28.41
2015/1/26,7,1,28.4
2015/1/26,7,2,28.41
2015/1/26,7,3,29.04
2015/1/26,7,4,28.41
2015/1/26,7,5,29.04
2015/1/26,7,6,29.05
2015/1/26,7,7,29.05
2015/1/26,7,8,29.06
2015/1/26,7,9,29.06
2015/1/26,7,10,29.06
2015/1/26,7,11,29.06
2015/1/26,7,12,29.1
2015/1/26,8,1,31.53
2015/1/26,8,2,32.42
2015/1/26,8,3,32.42
2015/1/26,8,4,33.59
2015/1/26,8,5,35.62
2015/1/26,8,6,35.62
2015/1/26,8,7,33.59
2015/1/26,8,8,35.62
2015/1/26,8,9,33.59
2015/1/26,8,10,33
2015/1/26,8,11,33.59
2015/1/26,8,12,33.59
2015/1/26,9,1,33
2015/1/26,9,2,32.42
2015/1/26,9,3,33
2015/1/26,9,4,32.16
2015/1/26,9,5,32.16
2015/1/26,9,6,32.16
2015/1/26,9,7,31.53
2015/1/26,9,8,29.37
2015/1/26,9,9,29.13
2015/1/26,9,10,29.12
2015/1/26,9,11,30.41
2015/1/26,9,12,29.15
2015/1/26,10,1,32.16
2015/1/26,10,2,31.55
2015/1/26,10,3,29.15
2015/1/26,10,4,31.53
2015/1/26,10,5,31.53
2015/1/26,10,6,29.15
2015/1/26,10,7,29.14
2015/1/26,10,8,31.53
2015/1/26,10,9,31.53
2015/1/26,10,10,29.15
2015/1/26,10,11,30.41
2015/1/26,10,12,29.14
2015/1/26,11,1,32.16
2015/1/26,11,2,31.53
2015/1/26,11,3,31.55
2015/1/26,11,4,31.55
2015/1/26,11,5,31.55
2015/1/26,11,6,31.53
2015/1/26,11,7,31.55
2015/1/26,11,8,31.55
2015/1/26,11,9,31.55
2015/1/26,11,10,31.55
2015/1/26,11,11,31.55
2015/1/26,11,12,31.57
2015/1/26,12,1,31.53
2015/1/26,12,2,31.53
2015/1/26,12,3,31.55
2015/1/26,12,4,31.55
2015/1/26,12,5,33
2015/1/26,12,6,32.42
2015/1/26,12,7,31.57
2015/1/26,12,8,31.55
2015/1/26,12,9,31.55
2015/1/26,12,10,31.55
2015/1/26,12,11,32.16
2015/1/26,12,12,31.55
2015/1/26,13,1,29.37
2015/1/26,13,2,29.37
2015/1/26,13,3,30.61
2015/1/26,13,4,30.61
2015/1/26,13,5,30.61
2015/1/26,13,6,30.61
2015/1/26,13,7,30.61
2015/1/26,13,8,29.37
2015/1/26,13,9,29.37
2015/1/26,13,10,30.61
2015/1/26,13,11,29.37
2015/1/26,13,12,29.37
2015/1/26,14,1,31.57
2015/1/26,14,2,31.53
2015/1/26,14,3,31.53
2015/1/26,14,4,31.55
2015/1/26,14,5,31.53
2015/1/26,14,6,30.97
2015/1/26,14,7,31.53
2015/1/26,14,8,30.97
2015/1/26,14,9,31.53
2015/1/26,14,10,30.97
2015/1/26,14,11,30.97
2015/1/26,14,12,31.53
2015/1/26,15,1,29.16
2015/1/26,15,2,30.61
2015/1/26,15,3,30.62
2015/1/26,15,4,30.96
2015/1/26,15,5,31.53
2015/1/26,15,6,31.53
2015/1/26,15,7,31.53
2015/1/26,15,8,30.96
2015/1/26,15,9,30.96
2015/1/26,15,10,30.96
2015/1/26,15,11,31.53
2015/1/26,15,12,30.96
2015/1/26,16,1,29.07
2015/1/26,16,2,29.12
2015/1/26,16,3,29.07
2015/1/26,16,4,29.1
2015/1/26,16,5,29.14
2015/1/26,16,6,29.14
2015/1/26,16,7,29.15
2015/1/26,16,8,29.37
2015/1/26,16,9,30.61
2015/1/26,16,10,30.61
2015/1/26,16,11,30.97
2015/1/26,16,12,30.76
2015/1/26,17,1,32.16
2015/1/26,17,2,35.67
2015/1/26,17,3,36.27
2015/1/26,17,4,33.59
2015/1/26,17,5,36.27
2015/1/26,17,6,36.25
2015/1/26,17,7,36.28
2015/1/26,17,8,36.27
2015/1/26,17,9,37.83
2015/1/26,17,10,37.83
2015/1/26,17,11,37.83
2015/1/26,17,12,37.83
2015/1/26,18,1,29.14
2015/1/26,18,2,33
2015/1/26,18,3,33.59
2015/1/26,18,4,37.83
2015/1/26,18,5,37.83
2015/1/26,18,6,37.83
2015/1/26,18,7,37.83
2015/1/26,18,8,37.84
2015/1/26,18,9,37.84
2015/1/26,18,10,37.84
2015/1/26,18,11,37.84
2015/1/26,18,12,37.84
2015/1/26,19,1,33
2015/1/26,19,2,33.59
2015/1/26,19,3,37.83
2015/1/26,19,4,37.83
2015/1/26,19,5,33.59
2015/1/26,19,6,33.59
2015/1/26,19,7,33.59
2015/1/26,19,8,33
2015/1/26,19,9,33
2015/1/26,19,10,33
2015/1/26,19,11,33
2015/1/26,19,12,33.59
2015/1/26,20,1,33
2015/1/26,20,2,33
2015/1/26,20,3,33.59
2015/1/26,20,4,33.59
2015/1/26,20,5,33.59
2015/1/26,20,6,33
2015/1/26,20,7,33.59
2015/1/26,20,8,33
2015/1/26,20,9,33
2015/1/26,20,10,33
2015/1/26,20,11,32.16
2015/1/26,20,12,33
2015/1/26,21,1,33.59
2015/1/26,21,2,33.91
2015/1/26,21,3,33.91
2015/1/26,21,4,33.59
2015/1/26,21,5,33.59
2015/1/26,21,6,33
2015/1/26,21,7,33.59
2015/1/26,21,8,33
2015/1/26,21,9,33
2015/1/26,21,10,32.16
2015/1/26,21,11,32.16
2015/1/26,21,12,31.67
2015/1/26,22,1,48.43
2015/1/26,22,2,33
2015/1/26,22,3,32.42
2015/1/26,22,4,32.42
2015/1/26,22,5,33
2015/1/26,22,6,32.16
2015/1/26,22,7,32.16
2015/1/26,22,8,31.57
2015/1/26,22,9,32.16
2015/1/26,22,10,31.55
2015/1/26,22,11,30.75
2015/1/26,22,12,30.39
2015/1/26,23,1,45.68
2015/1/26,23,2,38.62
2015/1/26,23,3,33.59
2015/1/26,23,4,32.16
2015/1/26,23,5,31.55
2015/1/26,23,6,31.53
2015/1/26,23,7,30.96
2015/1/26,23,8,30.96
2015/1/26,23,9,30.96
2015/1/26,23,10,30.67
2015/1/26,23,11,30.62
2015/1/26,23,12,30.4
2015/1/26,24,1,30.54
2015/1/26,24,2,29.12
2015/1/26,24,3,29.1
2015/1/26,24,4,28.61
2015/1/26,24,5,29.08
2015/1/26,24,6,28.61
2015/1/26,24,7,28.41
2015/1/26,24,8,28.41
2015/1/26,24,9,28.4
2015/1/26,24,10,28.14
2015/1/26,24,11,28.14
2015/1/26,24,12,28.14
2015/1/27,1,1,27.47
2015/1/27,1,2,28.32
2015/1/27,1,3,28.32
2015/1/27,1,4,28.32
2015/1/27,1,5,28.32
2015/1/27,1,6,28.32
2015/1/27,1,7,29.01
2015/1/27,1,8,28.51
2015/1/27,1,9,28.32
2015/1/27,1,10,28.32
2015/1/27,1,11,28.32
2015/1/27,1,12,28.32
2015/1/27,2,1,29.04
2015/1/27,2,2,29.04
2015/1/27,2,3,29.04
2015/1/27,2,4,29.01
2015/1/27,2,5,28.3
2015/1/27,2,6,28.98
2015/1/27,2,7,15.31
2015/1/27,2,8,27.44
2015/1/27,2,9,27.44
2015/1/27,2,10,27.62
2015/1/27,2,11,15.31
2015/1/27,2,12,27.35
2015/1/27,3,1,28.3
2015/1/27,3,2,27.2
2015/1/27,3,3,20.17
2015/1/27,3,4,27.2
2015/1/27,3,5,27.2
2015/1/27,3,6,27.44
2015/1/27,3,7,27.2
2015/1/27,3,8,27.2
2015/1/27,3,9,27.44
2015/1/27,3,10,20.2
2015/1/27,3,11,27.44
2015/1/27,3,12,20.2
2015/1/27,4,1,20.2
2015/1/27,4,2,22.2
2015/1/27,4,3,22.2
2015/1/27,4,4,22.2
2015/1/27,4,5,22.2
2015/1/27,4,6,27.44
2015/1/27,4,7,17.31
2015/1/27,4,8,20.2
2015/1/27,4,9,22.2
2015/1/27,4,10,22.21
2015/1/27,4,11,20.17
2015/1/27,4,12,22.2
2015/1/27,5,1,17.3
2015/1/27,5,2,20.17
2015/1/27,5,3,20.17
2015/1/27,5,4,20.17
2015/1/27,5,5,19.93
2015/1/27,5,6,20.17
2015/1/27,5,7,20.17
2015/1/27,5,8,17.31
2015/1/27,5,9,20.2
2015/1/27,5,10,28.3
2015/1/27,5,11,28.98
2015/1/27,5,12,27.44
2015/1/27,6,1,14.34
2015/1/27,6,2,15.3
2015/1/27,6,3,15.3
2015/1/27,6,4,23.93
2015/1/27,6,5,20.17
2015/1/27,6,6,23.93
2015/1/27,6,7,27.44
2015/1/27,6,8,24.06
2015/1/27,6,9,27.44
2015/1/27,6,10,28.29
2015/1/27,6,11,29.04
2015/1/27,6,12,29.06
2015/1/27,7,1,28.96
2015/1/27,7,2,28.97
2015/1/27,7,3,29.05
2015/1/27,7,4,29.04
2015/1/27,7,5,29.06
2015/1/27,7,6,30.62
2015/1/27,7,7,30.62
2015/1/27,7,8,31.44
2015/1/27,7,9,31.49
2015/1/27,7,10,33
2015/1/27,7,11,33
2015/1/27,7,12,34.4
2015/1/27,8,1,34.4
2015/1/27,8,2,52.79
2015/1/27,8,3,52.79
2015/1/27,8,4,68.5
2015/1/27,8,5,85.56
2015/1/27,8,6,200
2015/1/27,8,7,200
2015/1/27,8,8,200
2015/1/27,8,9,200
2015/1/27,8,10,200
2015/1/27,8,11,200
2015/1/27,8,12,200
2015/1/27,9,1,200
2015/1/27,9,2,200
2015/1/27,9,3,200
2015/1/27,9,4,200
2015/1/27,9,5,200
2015/1/27,9,6,200
2015/1/27,9,7,200
2015/1/27,9,8,200
2015/1/27,9,9,200
2015/1/27,9,10,200
2015/1/27,9,11,200
2015/1/27,9,12,88.49
2015/1/27,10,1,39.56
2015/1/27,10,2,32.33
2015/1/27,10,3,33
2015/1/27,10,4,39.58
2015/1/27,10,5,33
2015/1/27,10,6,33
2015/1/27,10,7,33
2015/1/27,10,8,33
2015/1/27,10,9,33
2015/1/27,10,10,31.44
2015/1/27,10,11,31.44
2015/1/27,10,12,29.4
2015/1/27,11,1,29.05
2015/1/27,11,2,29.02
2015/1/27,11,3,29.05
2015/1/27,11,4,29.05
2015/1/27,11,5,29.05
2015/1/27,11,6,29.04
2015/1/27,11,7,29.02
2015/1/27,11,8,29.02
2015/1/27,11,9,29.03
2015/1/27,11,10,29.03
2015/1/27,11,11,28.97
2015/1/27,11,12,28.98
2015/1/27,12,1,28.96
2015/1/27,12,2,28.96
2015/1/27,12,3,28.96
2015/1/27,12,4,28.97
2015/1/27,12,5,28.97
2015/1/27,12,6,28.97
2015/1/27,12,7,28.97
2015/1/27,12,8,28.96
2015/1/27,12,9,28.96
2015/1/27,12,10,28.97
2015/1/27,12,11,28.96
2015/1/27,12,12,28.96
2015/1/27,13,1,28.97
2015/1/27,13,2,28.97
2015/1/27,13,3,28.96
2015/1/27,13,4,28.96
2015/1/27,13,5,28.96
2015/1/27,13,6,28.96
2015/1/27,13,7,28.96
2015/1/27,13,8,28.96
2015/1/27,13,9,28.96
2015/1/27,13,10,28.96
2015/1/27,13,11,28.96
2015/1/27,13,12,28.32
2015/1/27,14,1,28.32
2015/1/27,14,2,28.32
2015/1/27,14,3,28.32
2015/1/27,14,4,28.32
2015/1/27,14,5,28.32
2015/1/27,14,6,28.32
2015/1/27,14,7,28.32
2015/1/27,14,8,28.32
2015/1/27,14,9,28.32
2015/1/27,14,10,28.32
2015/1/27,14,11,28.32
2015/1/27,14,12,28.32
2015/1/27,15,1,28.03
2015/1/27,15,2,28.03
2015/1/27,15,3,28.04
2015/1/27,15,4,28.02
2015/1/27,15,5,28.04
2015/1/27,15,6,28.03
2015/1/27,15,7,28.02
2015/1/27,15,8,28.02
2015/1/27,15,9,28.04
2015/1/27,15,10,28.01
2015/1/27,15,11,27.99
2015/1/27,15,12,28.01
2015/1/27,16,1,27.15
2015/1/27,16,2,28.04
2015/1/27,16,3,21.98
2015/1/27,16,4,27.15
2015/1/27,16,5,27.61
2015/1/27,16,6,28.04
2015/1/27,16,7,28.04
2015/1/27,16,8,28.04
2015/1/27,16,9,28.04
2015/1/27,16,10,28.05
2015/1/27,16,11,28.05
2015/1/27,16,12,28.05
2015/1/27,17,1,28.98
2015/1/27,17,2,29.03
2015/1/27,17,3,30.53
2015/1/27,17,4,30.75
2015/1/27,17,5,31.44
2015/1/27,17,6,31.46
2015/1/27,17,7,32.07
2015/1/27,17,8,32.33
2015/1/27,17,9,32.33
2015/1/27,17,10,32.72
2015/1/27,17,11,32.74
2015/1/27,17,12,33.11
2015/1/27,18,1,29.04
2015/1/27,18,2,30.75
2015/1/27,18,3,32.33
2015/1/27,18,4,32.33
2015/1/27,18,5,37.86
2015/1/27,18,6,37.86
2015/1/27,18,7,40.74
2015/1/27,18,8,37.87
2015/1/27,18,9,40.74
2015/1/27,18,10,37.87
2015/1/27,18,11,40.75
2015/1/27,18,12,39.53
2015/1/27,19,1,40.74
2015/1/27,19,2,42.82
2015/1/27,19,3,37.87
2015/1/27,19,4,39.53
2015/1/27,19,5,37.87
2015/1/27,19,6,37.87
2015/1/27,19,7,39.53
2015/1/27,19,8,37.87
2015/1/27,19,9,39.58
2015/1/27,19,10,39.53
2015/1/27,19,11,37.87
2015/1/27,19,12,34.33
2015/1/27,20,1,33.48
2015/1/27,20,2,37.86
2015/1/27,20,3,37.86
2015/1/27,20,4,33.48
2015/1/27,20,5,33.48
2015/1/27,20,6,33.48
2015/1/27,20,7,33.48
2015/1/27,20,8,33.48
2015/1/27,20,9,32.07
2015/1/27,20,10,32.07
2015/1/27,20,11,31.44
2015/1/27,20,12,32.33
2015/1/27,21,1,32.07
2015/1/27,21,2,34.32
2015/1/27,21,3,32.07
2015/1/27,21,4,32.33
2015/1/27,21,5,31.44
2015/1/27,21,6,32.33
2015/1/27,21,7,31.44
2015/1/27,21,8,31.44
2015/1/27,21,9,30.16
2015/1/27,21,10,29.72
2015/1/27,21,11,29.4
2015/1/27,21,12,29.05
2015/1/27,22,1,29.01
2015/1/27,22,2,29.05
2015/1/27,22,3,29.06
2015/1/27,22,4,29.02
2015/1/27,22,5,29.02
2015/1/27,22,6,28.98
2015/1/27,22,7,28.98
2015/1/27,22,8,28.32
2015/1/27,22,9,28.32
2015/1/27,22,10,28.31
2015/1/27,22,11,28.3
2015/1/27,22,12,28.31
2015/1/27,23,1,29.05
2015/1/27,23,2,28.52
2015/1/27,23,3,28.05
2015/1/27,23,4,28.05
2015/1/27,23,5,28.04
2015/1/27,23,6,27.61
2015/1/27,23,7,27.31
2015/1/27,23,8,27.31
2015/1/27,23,9,27.3
2015/1/27,23,10,27.29
2015/1/27,23,11,27.28
2015/1/27,23,12,20.29
2015/1/27,24,1,28.3
2015/1/27,24,2,26.3
2015/1/27,24,3,26.17
2015/1/27,24,4,26.3
