DELIVERY_DATE,DELIVERY_HOUR,INTERVAL,ENGY
2015/8/9,18,4,29.51
2015/8/9,18,5,29.43
2015/8/9,18,6,29.43
2015/8/9,18,7,29.52
2015/8/9,18,8,29.52
2015/8/9,18,9,29.52
2015/8/9,18,10,29.52
2015/8/9,18,11,29.51
2015/8/9,18,12,29.43
2015/8/9,19,1,38.65
2015/8/9,19,2,38.65
2015/8/9,19,3,38.65
2015/8/9,19,4,38.65
2015/8/9,19,5,38.65
2015/8/9,19,6,44.77
2015/8/9,19,7,45.89
2015/8/9,19,8,68.74
2015/8/9,19,9,45.89
2015/8/9,19,10,45.9
2015/8/9,19,11,44.77
2015/8/9,19,12,44.79
2015/8/9,20,1,44.79
2015/8/9,20,2,44.51
2015/8/9,20,3,44.77
2015/8/9,20,4,44.51
2015/8/9,20,5,44.51
2015/8/9,20,6,44.79
2015/8/9,20,7,62.38
2015/8/9,20,8,63.52
2015/8/9,20,9,63.53
2015/8/9,20,10,68.8
2015/8/9,20,11,68.8
2015/8/9,20,12,123.8
2015/8/9,21,1,199.97
2015/8/9,21,2,174.97
2015/8/9,21,3,169.97
2015/8/9,21,4,125.07
2015/8/9,21,5,73.06
2015/8/9,21,6,47.82
2015/8/9,21,7,43.5
2015/8/9,21,8,32.69
2015/8/9,21,9,32.38
2015/8/9,21,10,29.23
2015/8/9,21,11,28.72
2015/8/9,21,12,29.24
2015/8/9,22,1,29.27
2015/8/9,22,2,29.27
2015/8/9,22,3,29.57
2015/8/9,22,4,29.58
2015/8/9,22,5,29.58
2015/8/9,22,6,28.09
2015/8/9,22,7,29.27
2015/8/9,22,8,13.37
2015/8/9,22,9,13.36
2015/8/9,22,10,13.34
2015/8/9,22,11,13.32
2015/8/9,22,12,13.31
2015/8/9,23,1,43.3
2015/8/9,23,2,43.26
2015/8/9,23,3,13.38
2015/8/9,23,4,13.36
2015/8/9,23,5,13.34
2015/8/9,23,6,13.31
2015/8/9,23,7,13.3
2015/8/9,23,8,13.3
2015/8/9,23,9,5.9
2015/8/9,23,10,5.64
2015/8/9,23,11,4.76
2015/8/9,24,1,13.32
2015/8/9,24,2,13.32
2015/8/9,24,3,13.31
2015/8/9,24,4,13.3
2015/8/9,24,5,13.27
2015/8/9,24,6,11.82
2015/8/9,24,7,11.85
2015/8/9,24,8,5.25
2015/8/9,24,9,4.76
2015/8/10,1,1,11.3
2015/8/10,1,2,6.53
2015/8/10,1,3,5.9
2015/8/10,1,4,5.96
2015/8/10,1,5,5.52
2015/8/10,1,6,5.88
2015/8/10,1,7,5.88
2015/8/10,1,8,5.88
2015/8/10,1,9,4.69
2015/8/10,1,10,4.75
2015/8/10,2,1,9.3
2015/8/10,2,2,4.69
2015/8/10,2,3,9.3
2015/8/10,2,4,9.3
2015/8/10,2,5,9.3
2015/8/10,2,6,9.3
2015/8/10,2,7,9.3
2015/8/10,2,8,6.2
2015/8/10,2,9,9.27
2015/8/10,2,10,9.3
2015/8/10,2,11,6.53
2015/8/10,2,12,5.52
2015/8/10,3,1,4.69
2015/8/10,3,3,4.69
2015/8/10,3,7,4.69
2015/8/10,3,12,4.69
2015/8/10,4,6,4.69
2015/8/10,4,7,4.86
2015/8/10,4,8,4.75
2015/8/10,4,9,9.31
2015/8/10,4,10,6.2
2015/8/10,4,11,9.32
2015/8/10,4,12,9.33
2015/8/10,5,2,4.76
2015/8/10,5,3,4.72
2015/8/10,5,4,4.89
2015/8/10,5,5,11.88
2015/8/10,5,7,11.9
2015/8/10,5,8,11.91
2015/8/10,5,9,11.91
2015/8/10,5,10,11.91
2015/8/10,5,11,11.93
2015/8/10,5,12,11.94
2015/8/10,6,2,5.52
2015/8/10,6,3,5.25
2015/8/10,6,4,11.57
2015/8/10,6,5,11.6
2015/8/10,6,6,11.92
2015/8/10,6,7,11.93
2015/8/10,6,8,11.94
2015/8/10,6,9,11.94
2015/8/10,6,10,11.97
2015/8/10,6,11,11.98
2015/8/10,6,12,12.32
2015/8/10,7,1,4.78
2015/8/10,7,2,5.88
2015/8/10,7,3,11.82
2015/8/10,7,4,12.66
2015/8/10,7,5,13.3
2015/8/10,7,6,13.31
2015/8/10,7,7,13.33
2015/8/10,7,8,13.34
2015/8/10,7,9,13.35
2015/8/10,7,10,13.37
2015/8/10,7,11,13.37
2015/8/10,7,12,28.09
2015/8/10,8,1,5.88
2015/8/10,8,2,11.57
2015/8/10,8,3,13.3
2015/8/10,8,4,13.31
2015/8/10,8,5,13.31
2015/8/10,8,6,13.32
2015/8/10,8,7,13.33
2015/8/10,8,8,13.34
2015/8/10,8,9,13.35
2015/8/10,8,10,13.38
2015/8/10,8,11,14.5
2015/8/10,8,12,14.5
2015/8/10,9,1,27.51
2015/8/10,9,2,26.31
2015/8/10,9,3,27.35
2015/8/10,9,4,27.51
2015/8/10,9,5,28.38
2015/8/10,9,6,28.12
2015/8/10,9,7,28.64
2015/8/10,9,8,28.62
2015/8/10,9,9,28.39
2015/8/10,9,10,28.74
2015/8/10,9,11,28.88
2015/8/10,9,12,28.62
2015/8/10,10,1,14.39
2015/8/10,10,2,20.72
2015/8/10,10,3,20.72
2015/8/10,10,4,20.72
2015/8/10,10,5,20.72
2015/8/10,10,6,20.72
2015/8/10,10,7,20.72
2015/8/10,10,8,20.72
2015/8/10,10,9,20.72
2015/8/10,10,10,20.72
2015/8/10,10,11,20.72
2015/8/10,10,12,27.84
2015/8/10,11,1,28.85
2015/8/10,11,2,28.09
2015/8/10,11,3,28.83
2015/8/10,11,4,28.83
2015/8/10,11,5,28.83
2015/8/10,11,6,28.83
2015/8/10,11,7,28.42
2015/8/10,11,8,28.85
2015/8/10,11,9,28.85
2015/8/10,11,10,29.05
2015/8/10,11,11,28.85
2015/8/10,11,12,29.98
2015/8/10,12,1,13.56
2015/8/10,12,2,20.01
2015/8/10,12,3,20.01
2015/8/10,12,4,20.01
2015/8/10,12,5,20.01
2015/8/10,12,6,20.01
2015/8/10,12,7,25.28
2015/8/10,12,8,25.29
2015/8/10,12,9,25.28
2015/8/10,12,10,25.28
2015/8/10,12,11,26.9
2015/8/10,12,12,26.9
2015/8/10,13,1,38.29
2015/8/10,13,2,29.2
2015/8/10,13,3,33.8
2015/8/10,13,4,29.17
2015/8/10,13,5,29.17
2015/8/10,13,6,29.15
2015/8/10,13,7,29.19
2015/8/10,13,8,29.2
2015/8/10,13,9,29.17
2015/8/10,13,10,29.17
2015/8/10,13,11,32.79
2015/8/10,13,12,32.79
2015/8/10,14,1,32.3
2015/8/10,14,2,32.3
2015/8/10,14,3,31.57
2015/8/10,14,4,32.3
2015/8/10,14,5,33.8
2015/8/10,14,6,33.8
2015/8/10,14,7,41.29
2015/8/10,14,8,32.3
2015/8/10,14,9,41.29
2015/8/10,14,10,32.3
2015/8/10,14,11,32.3
2015/8/10,14,12,33.8
2015/8/10,15,1,32.3
2015/8/10,15,2,31.19
2015/8/10,15,3,31.57
2015/8/10,15,4,33.8
2015/8/10,15,5,32.3
2015/8/10,15,6,31.57
2015/8/10,15,7,31.57
2015/8/10,15,8,31.57
2015/8/10,15,9,33.8
2015/8/10,15,10,36.07
2015/8/10,15,11,32.3
2015/8/10,15,12,32.3
2015/8/10,16,1,29.2
2015/8/10,16,2,29.16
2015/8/10,16,3,29.2
2015/8/10,16,4,28.83
2015/8/10,16,5,29.02
2015/8/10,16,6,29.15
2015/8/10,16,7,29.15
2015/8/10,16,8,29.05
2015/8/10,16,9,29.18
2015/8/10,16,10,29.19
2015/8/10,16,11,30.01
2015/8/10,16,12,29.02
2015/8/10,17,1,28.3
2015/8/10,17,2,28.83
2015/8/10,17,3,28.83
2015/8/10,17,4,29.05
2015/8/10,17,5,28.83
2015/8/10,17,6,28.83
2015/8/10,17,7,29
2015/8/10,17,8,29
2015/8/10,17,9,29
2015/8/10,17,10,28.85
2015/8/10,17,11,28.85
2015/8/10,17,12,28.3
2015/8/10,18,1,26.2
2015/8/10,18,2,26.89
2015/8/10,18,3,26.57
2015/8/10,18,4,26.58
2015/8/10,18,5,26.47
2015/8/10,18,6,26.58
2015/8/10,18,7,25.36
2015/8/10,18,8,25.17
2015/8/10,18,9,25.28
2015/8/10,18,10,25.17
2015/8/10,18,11,25.16
2015/8/10,18,12,22.88
2015/8/10,19,1,20.01
2015/8/10,19,2,18.55
2015/8/10,19,3,18.55
2015/8/10,19,4,19.69
2015/8/10,19,5,20.01
2015/8/10,19,6,18.55
2015/8/10,19,7,20.01
2015/8/10,19,8,18.55
2015/8/10,19,9,18.5
2015/8/10,19,10,18.55
2015/8/10,19,11,18.5
2015/8/10,19,12,18.55
2015/8/10,20,1,17.74
2015/8/10,20,2,17.74
2015/8/10,20,3,17.74
2015/8/10,20,4,18.5
2015/8/10,20,5,18.51
2015/8/10,20,6,18.55
2015/8/10,20,7,20.01
2015/8/10,20,8,20.01
2015/8/10,20,9,20.01
2015/8/10,20,10,20.01
2015/8/10,20,11,20.01
2015/8/10,20,12,20.01
2015/8/10,21,1,20.01
2015/8/10,21,2,20.72
2015/8/10,21,3,20.01
2015/8/10,21,4,20.01
2015/8/10,21,5,20.72
2015/8/10,21,6,20.01
2015/8/10,21,7,20.01
2015/8/10,21,8,19.54
2015/8/10,21,9,19.47
2015/8/10,21,10,19.18
2015/8/10,21,11,19.18
2015/8/10,21,12,13.38
2015/8/10,22,1,30.62
2015/8/10,22,2,28.81
2015/8/10,22,3,28.09
2015/8/10,22,4,28.05
2015/8/10,22,5,27.94
2015/8/10,22,6,27.92
2015/8/10,22,7,13.37
2015/8/10,22,8,13.35
2015/8/10,22,9,13.33
2015/8/10,22,10,13.32
2015/8/10,22,11,13.32
2015/8/10,22,12,11.82
2015/8/10,23,1,30.25
2015/8/10,23,2,30.25
2015/8/10,23,3,30.25
2015/8/10,23,4,30.96
2015/8/10,23,5,28.09
2015/8/10,23,6,13.35
2015/8/10,23,7,13.36
2015/8/10,23,8,13.33
2015/8/10,23,9,13.32
2015/8/10,23,10,13.3
2015/8/10,23,11,11.85
2015/8/10,23,12,5.94
2015/8/10,24,1,13.37
2015/8/10,24,2,13.35
2015/8/10,24,3,13.33
2015/8/10,24,4,13.33
2015/8/10,24,5,13.32
2015/8/10,24,6,13.31
2015/8/10,24,7,13.3
2015/8/10,24,8,13.3
2015/8/10,24,9,11.57
2015/8/10,24,10,5.94
2015/8/10,24,11,5.92
2015/8/10,24,12,5.38
2015/8/11,1,1,31.72
2015/8/11,1,2,27.93
2015/8/11,1,3,14.38
2015/8/11,1,4,13.37
2015/8/11,1,5,13.34
2015/8/11,1,6,13.35
2015/8/11,1,7,13.35
2015/8/11,1,8,13.33
2015/8/11,1,9,13.33
2015/8/11,1,10,13.33
2015/8/11,1,11,13.31
2015/8/11,1,12,13.31
2015/8/11,2,1,13.32
2015/8/11,2,2,13.31
2015/8/11,2,3,13.31
2015/8/11,2,4,13.31
2015/8/11,2,5,13.31
2015/8/11,2,6,12.58
2015/8/11,2,7,12.66
2015/8/11,2,8,11.82
2015/8/11,2,9,6.2
2015/8/11,2,10,4.74
2015/8/11,2,11,4.74
2015/8/11,3,1,12.5
2015/8/11,3,2,12.58
2015/8/11,3,3,13.3
2015/8/11,3,4,11.57
2015/8/11,3,5,4.93
2015/8/11,3,6,4.94
2015/8/11,3,7,4.78
2015/8/11,3,8,4.93
2015/8/11,5,8,4.78
2015/8/11,5,9,4.78
2015/8/11,5,10,5.28
2015/8/11,5,11,12.58
2015/8/11,5,12,5.26
2015/8/11,6,1,4.75
2015/8/11,6,2,5.3
2015/8/11,6,3,6.2
2015/8/11,6,4,5.28
2015/8/11,6,5,12.66
2015/8/11,6,6,13.3
2015/8/11,6,7,13.31
2015/8/11,6,8,13.32
2015/8/11,6,9,13.35
2015/8/11,6,10,13.36
2015/8/11,6,11,27.9
2015/8/11,6,12,31.8
2015/8/11,7,1,11.57
2015/8/11,7,2,13.32
2015/8/11,7,3,13.33
2015/8/11,7,4,13.35
2015/8/11,7,5,13.37
2015/8/11,7,6,30.61
2015/8/11,7,7,31.77
2015/8/11,7,8,31.8
2015/8/11,7,9,32.53
2015/8/11,7,10,54.05
2015/8/11,7,11,86.04
2015/8/11,7,12,62.37
2015/8/11,8,1,30.82
2015/8/11,8,2,31.92
2015/8/11,8,3,31.85
2015/8/11,8,4,98
2015/8/11,8,5,98
2015/8/11,8,6,99.93
2015/8/11,8,7,108.9
2015/8/11,8,8,108.9
2015/8/11,8,9,108.9
2015/8/11,8,10,108.9
2015/8/11,8,11,115.03
2015/8/11,8,12,115.03
2015/8/11,9,1,27.9
2015/8/11,9,2,27.93
2015/8/11,9,3,60.23
2015/8/11,9,4,97.96
2015/8/11,9,5,98.06
2015/8/11,9,6,98.06
2015/8/11,9,7,100.03
2015/8/11,9,8,98.06
2015/8/11,9,9,98.06
2015/8/11,9,10,61.74
2015/8/11,9,11,97.96
2015/8/11,9,12,97.97
2015/8/11,10,1,21.85
2015/8/11,10,2,21.85
2015/8/11,10,3,27.9
2015/8/11,10,4,26.17
2015/8/11,10,5,22.17
2015/8/11,10,6,27.9
2015/8/11,10,7,23.77
2015/8/11,10,8,23.77
2015/8/11,10,9,27.93
2015/8/11,10,10,27.9
2015/8/11,10,11,27.9
2015/8/11,10,12,28.79
2015/8/11,11,1,20.78
2015/8/11,11,2,19.28
2015/8/11,11,3,20.78
2015/8/11,11,4,20.78
2015/8/11,11,5,20.78
2015/8/11,11,6,26.94
2015/8/11,11,7,26.94
2015/8/11,11,8,27.9
2015/8/11,11,9,26.95
2015/8/11,11,10,26.95
2015/8/11,11,11,26.95
2015/8/11,11,12,20.78
2015/8/11,12,1,19.39
2015/8/11,12,2,19.39
2015/8/11,12,3,19.39
2015/8/11,12,4,19.24
2015/8/11,12,5,19.24
2015/8/11,12,6,19.24
2015/8/11,12,7,19.55
2015/8/11,12,8,19.39
2015/8/11,12,9,19.39
2015/8/11,12,10,19.55
2015/8/11,12,11,19.55
2015/8/11,12,12,19.55
2015/8/11,13,1,28.8
2015/8/11,13,2,26.95
2015/8/11,13,3,26.95
2015/8/11,13,4,27.9
2015/8/11,13,5,27.86
2015/8/11,13,6,28.8
2015/8/11,13,7,27.9
2015/8/11,13,8,27.56
2015/8/11,13,9,27.9
2015/8/11,13,10,28.78
2015/8/11,13,11,27.9
2015/8/11,13,12,28.8
2015/8/11,14,1,26.95
2015/8/11,14,2,26.95
2015/8/11,14,3,26.95
2015/8/11,14,4,26.85
2015/8/11,14,5,26.85
2015/8/11,14,6,26.84
2015/8/11,14,7,26.45
2015/8/11,14,8,25.34
2015/8/11,14,9,25.34
2015/8/11,14,10,26.45
2015/8/11,14,11,25.34
2015/8/11,14,12,25.34
2015/8/11,15,1,28.8
2015/8/11,15,2,27.9
2015/8/11,15,3,28.8
2015/8/11,15,4,28.87
2015/8/11,15,5,28.8
2015/8/11,15,6,28.83
2015/8/11,15,7,28.93
2015/8/11,15,8,28.82
2015/8/11,15,9,28.87
2015/8/11,15,10,28.89
2015/8/11,15,11,28.87
2015/8/11,15,12,28.87
2015/8/11,16,1,26.74
2015/8/11,16,2,26.95
2015/8/11,16,3,28.22
2015/8/11,16,4,28.22
2015/8/11,16,5,28.22
2015/8/11,16,6,28.8
2015/8/11,16,7,28.82
2015/8/11,16,8,28.93
2015/8/11,16,9,28.94
2015/8/11,16,10,31.59
2015/8/11,16,11,28.96
2015/8/11,16,12,28.96
2015/8/11,17,1,38.06
2015/8/11,17,2,38.06
2015/8/11,17,3,38.06
2015/8/11,17,4,38.06
2015/8/11,17,5,39.22
2015/8/11,17,6,39.22
2015/8/11,17,7,39.2
2015/8/11,17,8,41.45
2015/8/11,17,9,59.13
2015/8/11,17,10,61.8
2015/8/11,17,11,40.46
2015/8/11,17,12,40.46
2015/8/11,18,1,28.31
2015/8/11,18,2,28.8
2015/8/11,18,3,28.28
2015/8/11,18,4,28.2
2015/8/11,18,5,27.9
2015/8/11,18,6,26.95
2015/8/11,18,7,26.43
2015/8/11,18,8,26.95
2015/8/11,18,9,26.95
2015/8/11,18,10,26.95
2015/8/11,18,11,27.9
2015/8/11,18,12,26.95
2015/8/11,19,1,29.38
2015/8/11,19,2,29.42
2015/8/11,19,3,38.06
2015/8/11,19,4,38.06
2015/8/11,19,5,37.57
2015/8/11,19,6,37.57
2015/8/11,19,7,33.76
2015/8/11,19,8,39.2
2015/8/11,19,9,39.2
2015/8/11,19,10,38.06
2015/8/11,19,11,39.2
2015/8/11,19,12,33.76
2015/8/11,20,1,22.84
2015/8/11,20,2,22.84
2015/8/11,20,3,25.34
2015/8/11,20,4,22.84
2015/8/11,20,5,24.68
2015/8/11,20,6,25.12
2015/8/11,20,7,25.34
2015/8/11,20,8,22.97
2015/8/11,20,9,25.34
2015/8/11,20,10,25.33
2015/8/11,20,11,25.34
2015/8/11,20,12,25.34
2015/8/11,21,1,28.1
2015/8/11,21,2,27.9
2015/8/11,21,3,27.44
2015/8/11,21,4,26.95
2015/8/11,21,5,26.95
2015/8/11,21,6,26.95
2015/8/11,21,7,25.34
2015/8/11,21,8,25.34
2015/8/11,21,9,25.13
2015/8/11,21,10,24.86
2015/8/11,21,11,23.52
2015/8/11,21,12,21.67
2015/8/11,22,1,24.01
2015/8/11,22,2,23.79
2015/8/11,22,3,22.56
2015/8/11,22,4,27.66
2015/8/11,22,5,13.37
2015/8/11,22,6,13.36
2015/8/11,22,7,13.34
2015/8/11,22,8,13.32
2015/8/11,22,9,13.26
2015/8/11,22,10,6.16
2015/8/11,22,11,5.92
2015/8/11,22,12,5.68
2015/8/11,23,1,13.36
2015/8/11,23,2,13.32
2015/8/11,23,3,13.32
2015/8/11,23,4,13.3
2015/8/11,23,5,12.66
2015/8/11,23,6,5.92
2015/8/11,23,7,5.81
2015/8/11,23,8,4.75
2015/8/11,24,1,13.33
2015/8/11,24,2,13.33
2015/8/11,24,3,13.32
2015/8/11,24,4,13.32
2015/8/11,24,5,13.32
2015/8/11,24,6,13.29
2015/8/11,24,7,11.85
2015/8/11,24,8,13.3
2015/8/11,24,9,6.2
2015/8/11,24,10,4.75
2015/8/11,24,11,4.75
2015/8/12,1,1,13.32
2015/8/12,1,2,13.31
2015/8/12,1,3,13.3
2015/8/12,1,4,13.26
2015/8/12,1,5,12.5
2015/8/12,1,6,11.6
2015/8/12,1,7,5.19
2015/8/12,1,8,6.2
2015/8/12,1,9,11.6
2015/8/12,1,10,4.94
2015/8/12,1,11,4.75
2015/8/12,2,1,13.31
2015/8/12,2,2,13.31
2015/8/12,2,3,13.31
2015/8/12,2,4,13.31
2015/8/12,2,5,13.31
2015/8/12,2,6,12.66
2015/8/12,2,7,12.66
2015/8/12,2,8,11.57
2015/8/12,2,9,6.2
2015/8/12,2,10,11.6
2015/8/12,2,11,4.93
2015/8/12,3,1,4.75
2015/8/12,3,7,4.75
2015/8/12,5,9,5.19
2015/8/12,5,10,5.04
2015/8/12,5,11,11.6
2015/8/12,5,12,11.57
2015/8/12,6,5,5.19
2015/8/12,6,6,5.21
2015/8/12,6,7,6.2
2015/8/12,6,8,13.3
2015/8/12,6,9,13.31
2015/8/12,6,10,13.33
2015/8/12,6,11,13.34
2015/8/12,6,12,13.35
2015/8/12,7,2,4.81
2015/8/12,7,3,5.21
2015/8/12,7,4,12.66
2015/8/12,7,5,11.57
2015/8/12,7,6,12.58
2015/8/12,7,7,13.3
2015/8/12,7,8,13.32
2015/8/12,7,9,13.32
2015/8/12,7,10,13.33
2015/8/12,7,11,13.34
2015/8/12,7,12,13.36
2015/8/12,8,1,13.3
2015/8/12,8,2,13.3
2015/8/12,8,3,13.3
2015/8/12,8,4,13.31
2015/8/12,8,5,13.33
2015/8/12,8,6,13.33
2015/8/12,8,7,13.34
2015/8/12,8,8,13.33
2015/8/12,8,9,13.33
2015/8/12,8,10,13.33
2015/8/12,8,11,13.34
2015/8/12,8,12,13.34
2015/8/12,9,1,11.57
2015/8/12,9,2,12.5
2015/8/12,9,3,13.31
2015/8/12,9,4,13.3
2015/8/12,9,5,13.3
2015/8/12,9,6,12.58
2015/8/12,9,7,11.82
2015/8/12,9,8,12.66
2015/8/12,9,9,12.58
2015/8/12,9,10,10.08
2015/8/12,9,11,12.58
2015/8/12,9,12,12.58
2015/8/12,10,1,13.31
2015/8/12,10,2,13.32
2015/8/12,10,3,13.31
2015/8/12,10,4,13.32
2015/8/12,10,5,13.32
2015/8/12,10,6,13.32
2015/8/12,10,7,13.32
2015/8/12,10,8,13.32
2015/8/12,10,9,13.33
2015/8/12,10,10,13.32
2015/8/12,10,11,13.33
2015/8/12,10,12,13.32
2015/8/12,11,1,13.32
2015/8/12,11,2,13.33
2015/8/12,11,3,13.32
2015/8/12,11,4,13.32
2015/8/12,11,5,13.33
2015/8/12,11,6,13.34
2015/8/12,11,7,13.33
2015/8/12,11,8,13.32
2015/8/12,11,9,13.32
2015/8/12,11,10,13.32
2015/8/12,11,11,13.32
2015/8/12,11,12,13.32
2015/8/12,12,1,13.31
2015/8/12,12,2,13.33
2015/8/12,12,3,13.33
2015/8/12,12,4,13.32
2015/8/12,12,5,13.32
2015/8/12,12,6,13.32
2015/8/12,12,7,13.35
2015/8/12,12,8,13.35
2015/8/12,12,9,13.35
2015/8/12,12,10,13.37
2015/8/12,12,11,13.37
2015/8/12,12,12,16.07
2015/8/12,13,1,26.68
2015/8/12,13,2,24.28
2015/8/12,13,3,23.66
2015/8/12,13,4,22.96
2015/8/12,13,5,23.66
2015/8/12,13,6,22.84
2015/8/12,13,7,22.96
2015/8/12,13,8,23.79
2015/8/12,13,9,23.15
2015/8/12,13,10,24.29
2015/8/12,13,11,24.27
2015/8/12,13,12,23.79
2015/8/12,14,1,14.39
2015/8/12,14,2,14.38
2015/8/12,14,3,13.37
2015/8/12,14,4,14.39
2015/8/12,14,5,22.84
2015/8/12,14,6,22.84
2015/8/12,14,7,22.96
2015/8/12,14,8,22.96
2015/8/12,14,9,23.66
2015/8/12,14,10,23.66
2015/8/12,14,11,22.96
2015/8/12,14,12,22.84
2015/8/12,15,1,22.06
2015/8/12,15,2,22.06
2015/8/12,15,3,22.51
2015/8/12,15,4,23.86
2015/8/12,15,5,22.06
2015/8/12,15,6,22.16
2015/8/12,15,7,22.51
2015/8/12,15,8,22.51
2015/8/12,15,9,22.51
2015/8/12,15,10,24.03
2015/8/12,15,11,24.11
2015/8/12,15,12,25.95
2015/8/12,16,1,14.39
2015/8/12,16,2,22.51
2015/8/12,16,3,25.52
2015/8/12,16,4,22.98
2015/8/12,16,5,25.53
2015/8/12,16,6,25.62
2015/8/12,16,7,26.01
2015/8/12,16,8,25.62
2015/8/12,16,9,25.62
2015/8/12,16,10,26.02
2015/8/12,16,11,26.01
2015/8/12,16,12,25.62
2015/8/12,17,1,20.27
2015/8/12,17,2,21.21
2015/8/12,17,3,21.22
2015/8/12,17,4,21.79
2015/8/12,17,5,21.45
2015/8/12,17,6,21.79
2015/8/12,17,7,21.45
2015/8/12,17,8,21.79
2015/8/12,17,9,21.8
2015/8/12,17,10,22.37
2015/8/12,17,11,22.37
2015/8/12,17,12,22.37
2015/8/12,18,1,26.6
2015/8/12,18,2,25.25
2015/8/12,18,3,25.56
2015/8/12,18,4,25.56
2015/8/12,18,5,26.6
2015/8/12,18,6,26.6
2015/8/12,18,7,26.6
2015/8/12,18,8,26.6
2015/8/12,18,9,26.6
2015/8/12,18,10,26.61
2015/8/12,18,11,26.6
2015/8/12,18,12,27.23
2015/8/12,19,1,25.34
2015/8/12,19,2,29.93
2015/8/12,19,3,33.4
2015/8/12,19,4,33.4
2015/8/12,19,5,33.01
2015/8/12,19,6,33.01
2015/8/12,19,7,30.63
2015/8/12,19,8,58.25
2015/8/12,19,9,33.01
2015/8/12,19,10,33.01
2015/8/12,19,11,25.35
2015/8/12,19,12,29.95
2015/8/12,20,1,27.82
2015/8/12,20,2,27.82
2015/8/12,20,3,27.82
2015/8/12,20,4,27.82
2015/8/12,20,5,29.92
2015/8/12,20,6,27.82
2015/8/12,20,7,27.82
2015/8/12,20,8,33.4
2015/8/12,20,9,40.68
2015/8/12,20,10,35.36
2015/8/12,20,11,33.4
2015/8/12,20,12,33.4
2015/8/12,21,1,38.9
2015/8/12,21,2,38.9
2015/8/12,21,3,38.9
2015/8/12,21,4,38.01
2015/8/12,21,5,40.68
2015/8/12,21,6,29.38
2015/8/12,21,7,26.32
2015/8/12,21,8,26.3
2015/8/12,21,9,26.03
2015/8/12,21,10,26.03
2015/8/12,21,11,25.2
2015/8/12,21,12,25.2
2015/8/12,22,1,29.36
2015/8/12,22,2,29.36
2015/8/12,22,3,29.36
2015/8/12,22,4,29.36
2015/8/12,22,5,42
2015/8/12,22,6,42
2015/8/12,22,7,23.81
2015/8/12,22,8,22.99
2015/8/12,22,9,18.04
2015/8/12,22,10,14.37
2015/8/12,22,11,14.36
2015/8/12,22,12,14.34
2015/8/12,23,1,36.48
2015/8/12,23,2,29.93
2015/8/12,23,3,29.48
2015/8/12,23,4,36.03
2015/8/12,23,5,36.03
2015/8/12,23,6,14.39
2015/8/12,23,7,14.36
2015/8/12,23,8,14.35
2015/8/12,23,9,14.33
2015/8/12,23,10,14.33
2015/8/12,23,11,14.32
2015/8/12,23,12,5.68
2015/8/12,24,1,14.37
2015/8/12,24,2,14.36
2015/8/12,24,3,14.34
2015/8/12,24,4,12.66
2015/8/12,24,5,11.57
2015/8/12,24,6,5.18
2015/8/13,1,1,12.66
2015/8/13,1,2,6.2
2015/8/13,1,3,4.93
2015/8/13,6,8,4.94
2015/8/13,6,9,5.94
2015/8/13,6,10,5.94
2015/8/13,6,11,13.26
2015/8/13,6,12,12.58
2015/8/13,7,6,4.74
2015/8/13,7,7,5.24
2015/8/13,7,8,5.94
2015/8/13,7,9,6.2
2015/8/13,7,10,13.27
2015/8/13,7,11,13.32
2015/8/13,7,12,13.32
2015/8/13,8,1,13.31
2015/8/13,8,2,13.32
2015/8/13,8,3,13.34
2015/8/13,8,4,13.34
2015/8/13,8,5,13.35
2015/8/13,8,6,13.35
2015/8/13,8,7,13.36
2015/8/13,8,8,13.37
2015/8/13,8,9,13.37
2015/8/13,8,10,28.41
2015/8/13,8,11,28.44
2015/8/13,8,12,32.64
2015/8/13,9,1,13.34
2015/8/13,9,2,13.37
2015/8/13,9,3,13.36
2015/8/13,9,4,13.37
2015/8/13,9,5,13.38
2015/8/13,9,6,13.36
2015/8/13,9,7,13.37
2015/8/13,9,8,13.36
2015/8/13,9,9,13.37
2015/8/13,9,10,13.36
2015/8/13,9,11,13.36
2015/8/13,9,12,13.37
2015/8/13,10,1,13.24
2015/8/13,10,2,13.22
2015/8/13,10,3,13.21
2015/8/13,10,4,13.23
2015/8/13,10,5,13.24
2015/8/13,10,6,13.24
2015/8/13,10,7,13.23
2015/8/13,10,8,13.24
2015/8/13,10,9,13.23
2015/8/13,10,10,13.23
2015/8/13,10,11,13.43
2015/8/13,10,12,13.24
2015/8/13,11,1,31.15
2015/8/13,11,2,29.22
2015/8/13,11,3,29.2
2015/8/13,11,4,28.38
2015/8/13,11,5,29.2
2015/8/13,11,6,28.38
2015/8/13,11,7,29.22
2015/8/13,11,8,28.38
2015/8/13,11,9,28.38
2015/8/13,11,10,29.2
2015/8/13,11,11,29.22
2015/8/13,11,12,29.22
2015/8/13,12,1,15.79
2015/8/13,12,2,18.72
2015/8/13,12,3,18.72
2015/8/13,12,4,18.72
2015/8/13,12,5,18.84
2015/8/13,12,6,18.73
2015/8/13,12,7,20.14
2015/8/13,12,8,18.95
2015/8/13,12,9,28.38
2015/8/13,12,10,28.38
2015/8/13,12,11,20.19
2015/8/13,12,12,20.19
2015/8/13,13,1,18.55
2015/8/13,13,2,18.86
2015/8/13,13,3,18.86
2015/8/13,13,4,20.16
2015/8/13,13,5,20.19
