ID,hour,holiday,maxtemp,mintemp,load,sixhour,day
0,0.016,0.0,0.444,0.619,5.1648,4.6525,6.669
1,0.0582,0.0,0.444,0.619,4.7958,4.9187,6.672
2,0.1005,0.0,0.444,0.619,4.5686,5.3269,6.6735
3,0.1423,0.0,0.444,0.619,4.4447,5.7943,6.6761
4,0.1847,0.0,0.444,0.619,4.4393,6.2765,6.6781
5,0.2265,0.0,0.444,0.619,4.5395,6.7586,6.6798
6,0.269,0.0,0.444,0.619,5.127,7.155,6.6807
7,0.3105,0.0,0.444,0.619,6.3932,7.329,6.6815
8,0.353,0.0,0.444,0.619,7.0174,7.4018,6.6803
9,0.395,0.0,0.444,0.619,7.2491,7.4597,6.6796
10,0.437,0.0,0.444,0.619,7.3329,7.5836,6.6766
11,0.4795,0.0,0.444,0.619,7.4323,7.8389,6.6717
12,0.521,0.0,0.444,0.619,7.5054,8.0544,6.6677
13,0.5632,0.0,0.444,0.619,7.4369,8.1911,6.6617
14,0.6055,0.0,0.444,0.619,7.4541,8.2456,6.6528
15,0.6475,0.0,0.444,0.619,7.5964,8.1851,6.6438
16,0.6898,0.0,0.444,0.619,8.0767,7.9158,6.6353
17,0.7315,0.0,0.444,0.619,8.964,7.4009,6.6289
18,0.774,0.0,0.444,0.619,8.7984,6.8139,6.623
19,0.8155,0.0,0.444,0.619,8.2568,6.2494,6.6206
20,0.8582,0.0,0.444,0.619,7.7815,5.7197,6.6167
21,0.9,0.0,0.444,0.619,7.2334,5.2654,6.6153
22,0.942,0.0,0.444,0.619,6.4609,4.9366,6.617
23,0.9845,0.0,0.444,0.619,5.8743,4.7208,6.6195
24,0.016,0.0,0.481,0.571,5.2765,4.6993,6.6223
25,0.0582,0.0,0.481,0.571,4.8696,4.9566,6.6233
26,0.1005,0.0,0.481,0.571,4.6034,5.354,6.6233
27,0.1423,0.0,0.481,0.571,4.5078,5.8083,6.6238
28,0.1847,0.0,0.481,0.571,4.4879,6.2705,6.6267
29,0.2265,0.0,0.481,0.571,4.5797,6.7261,6.6298
30,0.269,0.0,0.481,0.571,5.1476,7.1032,6.6323
31,0.3105,0.0,0.481,0.571,6.4131,7.2498,6.632
32,0.353,0.0,0.481,0.571,6.9879,7.292,6.6363
33,0.395,0.0,0.481,0.571,7.2338,7.3161,6.6425
34,0.437,0.0,0.481,0.571,7.2606,7.4182,6.6515
35,0.4795,0.0,0.481,0.571,7.3134,7.6679,6.6601
36,0.521,0.0,0.481,0.571,7.4101,7.8754,6.6708
37,0.5632,0.0,0.481,0.571,7.2931,8.0268,6.6828
38,0.6055,0.0,0.481,0.571,7.2411,8.1013,6.6965
39,0.6475,0.0,0.481,0.571,7.3784,8.0713,6.7075
40,0.6898,0.0,0.481,0.571,7.8729,7.8429,6.7131
41,0.7315,0.0,0.481,0.571,8.8118,7.3631,6.7127
42,0.774,0.0,0.481,0.571,8.6553,6.8114,6.7109
43,0.8155,0.0,0.481,0.571,8.2014,6.2598,6.7107
44,0.8582,0.0,0.481,0.571,7.6878,5.7461,6.7139
45,0.9,0.0,0.481,0.571,7.1986,5.2993,6.7137
46,0.942,0.0,0.481,0.571,6.5022,4.9754,6.7146
47,0.9845,0.0,0.481,0.571,5.9331,4.7623,6.7168
48,0.016,0.0,0.444,0.619,5.345,4.7393,6.7189
49,0.0582,0.0,0.444,0.619,4.8922,4.9916,6.7219
50,0.1005,0.0,0.444,0.619,4.6053,5.406,6.7272
51,0.1423,0.0,0.444,0.619,4.5181,5.8834,6.7334
52,0.1847,0.0,0.444,0.619,4.5587,6.3696,6.735
53,0.2265,0.0,0.444,0.619,4.6543,6.8471,6.735
54,0.269,0.0,0.444,0.619,5.2073,7.257,6.7341
55,0.3105,0.0,0.444,0.619,6.4058,7.4529,6.7328
56,0.353,0.0,0.444,0.619,7.0916,7.5327,6.7262
57,0.395,0.0,0.444,0.619,7.383,7.5759,6.7165
58,0.437,0.0,0.444,0.619,7.4759,7.6646,6.7061
59,0.4795,0.0,0.444,0.619,7.5191,7.8782,6.6942
60,0.521,0.0,0.444,0.619,7.6667,8.0359,6.6753
61,0.5632,0.0,0.444,0.619,7.5811,8.1384,6.6527
62,0.6055,0.0,0.444,0.619,7.5704,8.1708,6.6267
63,0.6475,0.0,0.444,0.619,7.6419,8.0961,6.6009
64,0.6898,0.0,0.444,0.619,8.0083,7.849,6.5753
65,0.7315,0.0,0.444,0.619,8.8007,7.3796,6.5576
66,0.774,0.0,0.444,0.619,8.6129,6.8434,6.5464
67,0.8155,0.0,0.444,0.619,8.196,6.3047,6.5352
68,0.8582,0.0,0.444,0.619,7.765,5.7994,6.5204
69,0.9,0.0,0.444,0.619,7.1937,5.3784,6.5065
70,0.942,0.0,0.444,0.619,6.5255,5.0569,6.4991
71,0.9845,0.0,0.444,0.619,5.9844,4.8353,6.4979
72,0.016,0.0,0.481,0.619,5.3954,4.8002,6.4986
73,0.0582,0.0,0.481,0.619,4.9641,5.0352,6.4986
74,0.1005,0.0,0.481,0.619,4.7331,5.402,6.4938
75,0.1423,0.0,0.481,0.619,4.6677,5.8159,6.4844
76,0.1847,0.0,0.481,0.619,4.5969,6.2539,6.4734
77,0.2265,0.0,0.481,0.619,4.6547,6.6838,6.4593
78,0.269,0.0,0.481,0.619,5.1851,7.0218,6.4326
79,0.3105,0.0,0.481,0.619,6.3741,7.1326,6.3745
80,0.353,0.0,0.481,0.619,6.9336,7.1348,6.3111
81,0.395,0.0,0.481,0.619,7.1508,7.1134,6.2676
82,0.437,0.0,0.481,0.619,7.225,7.1415,6.2354
83,0.4795,0.0,0.481,0.619,7.2342,7.3318,6.2081
84,0.521,0.0,0.481,0.619,7.2128,7.5202,6.1844
85,0.5632,0.0,0.481,0.619,7.0392,7.6682,6.164
86,0.6055,0.0,0.481,0.619,6.9466,7.7457,6.1398
87,0.6475,0.0,0.481,0.619,7.0223,7.7182,6.1111
88,0.6898,0.0,0.481,0.619,7.3937,7.5442,6.0849
89,0.7315,0.0,0.481,0.619,8.3762,7.1409,6.0614
90,0.774,0.0,0.481,0.619,8.3433,6.6522,6.0371
91,0.8155,0.0,0.481,0.619,7.9272,6.1582,6.0115
92,0.8582,0.0,0.481,0.619,7.4113,5.6928,5.9866
93,0.9,0.0,0.481,0.619,6.8579,5.29,5.966
94,0.942,0.0,0.481,0.619,6.3496,4.9539,5.9474
95,0.9845,0.0,0.481,0.619,5.9561,4.6807,5.9349
96,0.016,1.0,0.481,0.524,5.4111,4.5361,5.9269
97,0.0582,1.0,0.481,0.524,4.9629,4.539,5.9211
98,0.1005,1.0,0.481,0.524,4.6191,4.6712,5.9166
99,0.1423,1.0,0.481,0.524,4.4413,4.9489,5.9123
100,0.1847,1.0,0.481,0.524,4.3326,5.3019,5.9083
101,0.2265,1.0,0.481,0.524,4.317,5.6791,5.9033
102,0.269,1.0,0.481,0.524,4.5438,6.029,5.8923
103,0.3105,1.0,0.481,0.524,4.9801,6.2906,5.8736
104,0.353,1.0,0.481,0.524,5.4123,6.4496,5.8469
105,0.395,1.0,0.481,0.524,6.1079,6.4872,5.8183
106,0.437,1.0,0.481,0.524,6.4502,6.5394,5.798
107,0.4795,1.0,0.481,0.524,6.5806,6.7448,5.7847
108,0.521,1.0,0.481,0.524,6.6426,6.931,5.7803
109,0.5632,1.0,0.481,0.524,6.55,7.0583,5.7789
110,0.6055,1.0,0.481,0.524,6.3665,7.133,5.775
111,0.6475,1.0,0.481,0.524,6.3332,7.138,5.7701
112,0.6898,1.0,0.481,0.524,6.7638,6.9945,5.7643
113,0.7315,1.0,0.481,0.524,7.8128,6.6349,5.7545
114,0.774,1.0,0.481,0.524,7.7597,6.2117,5.7455
115,0.8155,1.0,0.481,0.524,7.3141,5.7963,5.741
116,0.8582,1.0,0.481,0.524,6.8143,5.4127,5.7396
117,0.9,1.0,0.481,0.524,6.363,5.0751,5.7386
118,0.942,1.0,0.481,0.524,5.9029,4.7975,5.7346
119,0.9845,1.0,0.481,0.524,5.6551,4.5544,5.724
120,0.016,1.0,0.444,0.524,5.2207,4.3977,5.7113
121,0.0582,1.0,0.444,0.524,4.8218,4.3491,5.7006
122,0.1005,1.0,0.444,0.524,4.5128,4.3923,5.6935
123,0.1423,1.0,0.444,0.524,4.3372,4.5729,5.6877
124,0.1847,1.0,0.444,0.524,4.2374,4.8607,5.6852
125,0.2265,1.0,0.444,0.524,4.1965,5.2045,5.6878
126,0.269,1.0,0.444,0.524,4.2803,5.581,5.7104
127,0.3105,1.0,0.444,0.524,4.5304,5.9117,5.7777
128,0.353,1.0,0.444,0.524,4.7721,6.1621,5.8626
129,0.395,1.0,0.444,0.524,5.4207,6.2945,5.9338
130,0.437,1.0,0.444,0.524,5.9641,6.4045,5.9882
131,0.4795,1.0,0.444,0.524,6.2598,6.6241,6.0331
132,0.521,1.0,0.444,0.524,6.5389,6.7915,6.0707
133,0.5632,1.0,0.444,0.524,6.5145,6.9068,6.1064
134,0.6055,1.0,0.444,0.524,6.2747,6.9912,6.1513
135,0.6475,1.0,0.444,0.524,6.215,7.012,6.2054
136,0.6898,1.0,0.444,0.524,6.6242,6.8758,6.2683
137,0.7315,1.0,0.444,0.524,7.5773,6.5131,6.3262
138,0.774,1.0,0.444,0.524,7.5432,6.0752,6.3743
139,0.8155,1.0,0.444,0.524,7.2063,5.635,6.4161
140,0.8582,1.0,0.444,0.524,6.7814,5.2282,6.4546
141,0.9,1.0,0.444,0.524,6.3397,4.8713,6.4884
142,0.942,1.0,0.444,0.524,5.8069,4.5997,6.5137
143,0.9845,1.0,0.444,0.524,5.4012,4.4095,6.5322
144,0.016,0.0,0.444,0.524,4.9159,4.3938,6.5459
145,0.0582,0.0,0.444,0.524,4.5648,4.6575,6.5583
146,0.1005,0.0,0.444,0.524,4.3407,5.069,6.5701
147,0.1423,0.0,0.444,0.524,4.1984,5.5572,6.5834
148,0.1847,0.0,0.444,0.524,4.177,6.0728,6.5969
149,0.2265,0.0,0.444,0.524,4.2604,6.5858,6.6091
150,0.269,0.0,0.444,0.524,4.8218,7.0221,6.6214
151,0.3105,0.0,0.444,0.524,6.1466,7.2265,6.6331
152,0.353,0.0,0.444,0.524,6.8097,7.3167,6.6399
153,0.395,0.0,0.444,0.524,7.1279,7.3809,6.641
154,0.437,0.0,0.444,0.524,7.2705,7.525,6.6387
155,0.4795,0.0,0.444,0.524,7.3382,7.7965,6.6346
156,0.521,0.0,0.444,0.524,7.44,8.006,6.6275
157,0.5632,0.0,0.444,0.524,7.3726,8.1456,6.618
158,0.6055,0.0,0.444,0.524,7.3508,8.2047,6.6078
159,0.6475,0.0,0.444,0.524,7.513,8.144,6.598
160,0.6898,0.0,0.444,0.524,8.1352,7.8575,6.5894
161,0.7315,0.0,0.444,0.524,8.9674,7.3369,6.5875
162,0.774,0.0,0.444,0.524,8.697,6.7616,6.587
163,0.8155,0.0,0.444,0.524,8.2102,6.2037,6.5872
164,0.8582,0.0,0.444,0.524,7.7054,5.69,6.5882
165,0.9,0.0,0.444,0.524,7.1489,5.2513,6.591
166,0.942,0.0,0.444,0.524,6.4162,4.9321,6.5927
167,0.9845,0.0,0.444,0.524,5.8437,4.7173,6.5944
168,0.016,0.0,0.407,0.524,5.2455,4.6956,6.5971
169,0.0582,0.0,0.407,0.524,4.8627,4.9566,6.5999
170,0.1005,0.0,0.407,0.524,4.6229,5.3484,6.6017
171,0.1423,0.0,0.407,0.524,4.517,5.7877,6.6023
172,0.1847,0.0,0.407,0.524,4.5009,6.2402,6.6033
173,0.2265,0.0,0.407,0.524,4.5548,6.6877,6.6058
174,0.269,0.0,0.407,0.524,5.1155,7.0466,6.6074
175,0.3105,0.0,0.407,0.524,6.4284,7.1661,6.6091
176,0.353,0.0,0.407,0.524,6.9738,7.1882,6.6126
177,0.395,0.0,0.407,0.524,7.1527,7.209,6.6169
178,0.437,0.0,0.407,0.524,7.2162,7.3278,6.622
179,0.4795,0.0,0.407,0.524,7.2396,7.6079,6.6291
180,0.521,0.0,0.407,0.524,7.2686,7.8442,6.6395
181,0.5632,0.0,0.407,0.524,7.1455,8.0225,6.6513
182,0.6055,0.0,0.407,0.524,7.1069,8.1261,6.6629
183,0.6475,0.0,0.407,0.524,7.2774,8.1158,6.6734
184,0.6898,0.0,0.407,0.524,7.9287,7.8707,6.68
185,0.7315,0.0,0.407,0.524,8.9204,7.3649,6.6807
186,0.774,0.0,0.407,0.524,8.6863,6.8019,6.6834
187,0.8155,0.0,0.407,0.524,8.2152,6.2543,6.687
188,0.8582,0.0,0.407,0.524,7.7287,5.7442,6.6925
189,0.9,0.0,0.407,0.524,7.2155,5.2967,6.6949
190,0.942,0.0,0.407,0.524,6.4582,4.9744,6.6985
191,0.9845,0.0,0.407,0.524,5.8853,4.7629,6.7041
192,0.016,0.0,0.444,0.619,5.3082,4.7368,6.7079
193,0.0582,0.0,0.444,0.619,4.9296,4.9936,6.7096
194,0.1005,0.0,0.444,0.619,4.668,5.3918,6.711
195,0.1423,0.0,0.444,0.619,4.5307,5.8461,6.7144
196,0.1847,0.0,0.444,0.619,4.5246,6.3152,6.718
197,0.2265,0.0,0.444,0.619,4.616,6.7806,6.7213
198,0.269,0.0,0.444,0.619,5.1518,7.1752,6.7276
199,0.3105,0.0,0.444,0.619,6.4705,7.3349,6.7324
200,0.353,0.0,0.444,0.619,7.0571,7.3893,6.7375
201,0.395,0.0,0.444,0.619,7.2564,7.4349,6.744
202,0.437,0.0,0.444,0.619,7.3394,7.5597,6.7499
203,0.4795,0.0,0.444,0.619,7.4082,7.8144,6.754
204,0.521,0.0,0.444,0.619,7.5199,8.0198,6.7549
205,0.5632,0.0,0.444,0.619,7.4285,8.1653,6.7548
206,0.6055,0.0,0.444,0.619,7.3837,8.2446,6.7549
207,0.6475,0.0,0.444,0.619,7.5298,8.2019,6.7549
208,0.6898,0.0,0.444,0.619,8.0882,7.9446,6.7574
209,0.7315,0.0,0.444,0.619,8.9361,7.4588,6.7596
210,0.774,0.0,0.444,0.619,8.7525,6.8997,6.7616
211,0.8155,0.0,0.444,0.619,8.3012,6.3445,6.7628
212,0.8582,0.0,0.444,0.619,7.8599,5.8183,6.7642
213,0.9,0.0,0.444,0.619,7.2736,5.3747,6.7657
214,0.942,0.0,0.444,0.619,6.5447,5.0523,6.769
215,0.9845,0.0,0.444,0.619,6.0207,4.8315,6.7687
216,0.016,0.0,0.444,0.524,5.3981,4.8156,6.7684
217,0.0582,0.0,0.444,0.524,4.9702,5.085,6.77
218,0.1005,0.0,0.444,0.524,4.7025,5.4979,6.7692
219,0.1423,0.0,0.444,0.524,4.6122,5.9644,6.7667
220,0.1847,0.0,0.444,0.524,4.6103,6.4427,6.7643
221,0.2265,0.0,0.444,0.524,4.6956,6.9114,6.7621
222,0.269,0.0,0.444,0.524,5.3029,7.2844,6.7568
223,0.3105,0.0,0.444,0.524,6.5867,7.4245,6.7501
224,0.353,0.0,0.444,0.524,7.1795,7.459,6.749
225,0.395,0.0,0.444,0.524,7.4117,7.4783,6.7472
226,0.437,0.0,0.444,0.524,7.4801,7.5899,6.7469
227,0.4795,0.0,0.444,0.524,7.5076,7.8366,6.7479
228,0.521,0.0,0.444,0.524,7.5409,8.0466,6.7496
229,0.5632,0.0,0.444,0.524,7.427,8.1973,6.7534
230,0.6055,0.0,0.444,0.524,7.3868,8.2815,6.7568
231,0.6475,0.0,0.444,0.524,7.5275,8.2453,6.7595
232,0.6898,0.0,0.444,0.524,8.1498,7.9911,6.7587
233,0.7315,0.0,0.444,0.524,8.9877,7.4955,6.7454
234,0.774,0.0,0.444,0.524,8.8007,6.9269,6.7304
235,0.8155,0.0,0.444,0.524,8.3314,6.3731,6.7169
236,0.8582,0.0,0.444,0.524,7.892,5.8383,6.7008
237,0.9,0.0,0.444,0.524,7.3103,5.3786,6.6866
238,0.942,0.0,0.444,0.524,6.6242,5.0336,6.6753
239,0.9845,0.0,0.444,0.524,6.0142,4.8048,6.6765
240,0.016,0.0,0.333,0.571,5.3893,4.7695,6.6809
241,0.0582,0.0,0.333,0.571,5.0084,5.0057,6.6826
242,0.1005,0.0,0.333,0.571,4.6833,5.4172,6.684
243,0.1423,0.0,0.333,0.571,4.5518,5.8868,6.6818
244,0.1847,0.0,0.333,0.571,4.5545,6.3731,6.6748
245,0.2265,0.0,0.333,0.571,4.6417,6.8548,6.664
246,0.269,0.0,0.333,0.571,5.1771,7.2554,6.6411
247,0.3105,0.0,0.333,0.571,6.4257,7.4373,6.5863
248,0.353,0.0,0.333,0.571,7.1524,7.4901,6.5195
249,0.395,0.0,0.333,0.571,7.3696,7.5273,6.47
250,0.437,0.0,0.333,0.571,7.4721,7.637,6.4312
251,0.4795,0.0,0.333,0.571,7.5317,7.8264,6.3944
252,0.521,0.0,0.333,0.571,7.5811,7.9696,6.3569
253,0.5632,0.0,0.333,0.571,7.5172,8.0517,6.3166
254,0.6055,0.0,0.333,0.571,7.469,8.0575,6.2699
255,0.6475,0.0,0.333,0.571,7.5926,7.9536,6.2188
256,0.6898,0.0,0.333,0.571,8.1303,7.6576,6.165
257,0.7315,0.0,0.333,0.571,8.6683,7.2201,6.1299
258,0.774,0.0,0.333,0.571,8.4404,6.7293,6.1014
259,0.8155,0.0,0.333,0.571,8.0094,6.2356,6.0749
260,0.8582,0.0,0.333,0.571,7.5042,5.7712,6.051
261,0.9,0.0,0.333,0.571,6.9692,5.3594,6.0291
262,0.942,0.0,0.333,0.571,6.3542,5.0315,6.0125
263,0.9845,0.0,0.333,0.571,6.0433,4.7548,5.999
264,0.016,1.0,0.481,0.571,5.4953,4.6102,5.9911
265,0.0582,1.0,0.481,0.571,5.0474,4.6205,5.9847
266,0.1005,1.0,0.481,0.571,4.7178,4.759,5.9793
267,0.1423,1.0,0.481,0.571,4.4986,5.0398,5.9753
268,0.1847,1.0,0.481,0.571,4.3866,5.3989,5.9714
269,0.2265,1.0,0.481,0.571,4.3831,5.7763,5.966
270,0.269,1.0,0.481,0.571,4.6275,6.1186,5.9554
271,0.3105,1.0,0.481,0.571,5.1094,6.3587,5.9358
272,0.353,1.0,0.481,0.571,5.5488,6.4918,5.9068
273,0.395,1.0,0.481,0.571,6.1833,6.5223,5.8776
274,0.437,1.0,0.481,0.571,6.5412,6.5719,5.8562
275,0.4795,1.0,0.481,0.571,6.6475,6.7683,5.8423
276,0.521,1.0,0.481,0.571,6.6816,6.9476,5.8363
277,0.5632,1.0,0.481,0.571,6.55,7.0847,5.8363
278,0.6055,1.0,0.481,0.571,6.3469,7.1819,5.8351
279,0.6475,1.0,0.481,0.571,6.3665,7.1948,5.8302
280,0.6898,1.0,0.481,0.571,6.8388,7.0476,5.8273
281,0.7315,1.0,0.481,0.571,7.8258,6.6966,5.8237
282,0.774,1.0,0.481,0.571,7.7574,6.2879,5.8228
283,0.8155,1.0,0.481,0.571,7.3726,5.8751,5.8245
284,0.8582,1.0,0.481,0.571,6.9302,5.4845,5.8274
285,0.9,1.0,0.481,0.571,6.4437,5.1445,5.8317
286,0.942,1.0,0.481,0.571,5.9557,4.8672,5.8342
287,0.9845,1.0,0.481,0.571,5.7201,4.6228,5.8296
288,0.016,1.0,0.407,0.286,5.3052,4.4673,5.8205
289,0.0582,1.0,0.407,0.286,4.8956,4.4246,5.8136
290,0.1005,1.0,0.407,0.286,4.587,4.4692,5.8091
291,0.1423,1.0,0.407,0.286,4.4034,4.649,5.8064
292,0.1847,1.0,0.407,0.286,4.2921,4.9382,5.807
293,0.2265,1.0,0.407,0.286,4.2535,5.2817,5.8136
294,0.269,1.0,0.407,0.286,4.3724,5.6422,5.841
295,0.3105,1.0,0.407,0.286,4.639,5.9608,5.9127
296,0.353,1.0,0.407,0.286,4.8547,6.2049,6.0041
297,0.395,1.0,0.407,0.286,5.4823,6.3327,6.0832
298,0.437,1.0,0.407,0.286,6.0272,6.4561,6.1466
299,0.4795,1.0,0.407,0.286,6.3144,6.6937,6.2002
300,0.521,1.0,0.407,0.286,6.5359,6.8939,6.2462
301,0.5632,1.0,0.407,0.286,6.5504,7.0375,6.288
302,0.6055,1.0,0.407,0.286,6.319,7.1512,6.337
303,0.6475,1.0,0.407,0.286,6.2494,7.2006,6.3962
304,0.6898,1.0,0.407,0.286,6.7672,7.0754,6.4631
305,0.7315,1.0,0.407,0.286,7.7402,6.7202,6.5263
306,0.774,1.0,0.407,0.286,7.7371,6.2784,6.5775
307,0.8155,1.0,0.407,0.286,7.412,5.8315,6.6209
308,0.8582,1.0,0.407,0.286,7.0009,5.4111,6.6615
309,0.9,1.0,0.407,0.286,6.5462,5.0432,6.6965
310,0.942,1.0,0.407,0.286,6.0161,4.7584,6.7228
311,0.9845,1.0,0.407,0.286,5.6088,4.5589,6.743
312,0.016,0.0,0.296,0.286,5.0864,4.5493,6.7596
313,0.0582,0.0,0.296,0.286,4.7304,4.8211,6.7757
314,0.1005,0.0,0.296,0.286,4.4784,5.2493,6.7911
315,0.1423,0.0,0.296,0.286,4.3388,5.7565,6.806
316,0.1847,0.0,0.296,0.286,4.3074,6.2967,6.8205
317,0.2265,0.0,0.296,0.286,4.4122,6.8278,6.8343
318,0.269,0.0,0.296,0.286,5.0287,7.2633,6.8467
319,0.3105,0.0,0.296,0.286,6.3611,7.4619,6.8593
320,0.353,0.0,0.296,0.286,7.0476,7.5365,6.8726
321,0.395,0.0,0.296,0.286,7.3818,7.5844,6.8803
322,0.437,0.0,0.296,0.286,7.549,7.722,6.8828
323,0.4795,0.0,0.296,0.286,7.5987,7.9982,6.8841
324,0.521,0.0,0.296,0.286,7.6415,8.2189,6.8851
325,0.5632,0.0,0.296,0.286,7.5532,8.3692,6.8847
326,0.6055,0.0,0.296,0.286,7.495,8.4491,6.8837
327,0.6475,0.0,0.296,0.286,7.669,8.4019,6.8812
328,0.6898,0.0,0.296,0.286,8.3746,8.1141,6.8751
329,0.7315,0.0,0.296,0.286,9.2558,7.5873,6.8706
330,0.774,0.0,0.296,0.286,8.9659,7.0071,6.8673
331,0.8155,0.0,0.296,0.286,8.4549,6.4506,6.8669
332,0.8582,0.0,0.296,0.286,7.9742,5.9296,6.8667
333,0.9,0.0,0.296,0.286,7.386,5.4812,6.868
334,0.942,0.0,0.296,0.286,6.6475,5.1493,6.8681
335,0.9845,0.0,0.296,0.286,6.0949,4.924,6.8667
336,0.016,0.0,0.37,0.429,5.4849,4.8973,6.8657
337,0.0582,0.0,0.37,0.429,5.1159,5.1553,6.8642
338,0.1005,0.0,0.37,0.429,4.8482,5.5753,6.8635
339,0.1423,0.0,0.37,0.429,4.6956,6.0537,6.8639
340,0.1847,0.0,0.37,0.429,4.6562,6.546,6.8647
341,0.2265,0.0,0.37,0.429,4.7434,7.0269,6.8656
342,0.269,0.0,0.37,0.429,5.3247,7.4171,6.8668
343,0.3105,0.0,0.37,0.429,6.664,7.5636,6.8696
344,0.353,0.0,0.37,0.429,7.3677,7.5811,6.8708
345,0.395,0.0,0.37,0.429,7.5662,7.5881,6.8729
346,0.437,0.0,0.37,0.429,7.6101,7.6912,6.8783
347,0.4795,0.0,0.37,0.429,7.6289,7.9441,6.8838
348,0.521,0.0,0.37,0.429,7.6656,8.1479,6.8889
349,0.5632,0.0,0.37,0.429,7.5432,8.2981,6.8925
350,0.6055,0.0,0.37,0.429,7.4725,8.3809,6.8965
351,0.6475,0.0,0.37,0.429,7.6082,8.3492,6.9015
352,0.6898,0.0,0.37,0.429,8.2289,8.0857,6.9099
353,0.7315,0.0,0.37,0.429,9.1464,7.5716,6.915
354,0.774,0.0,0.37,0.429,8.8879,7.0006,6.9213
355,0.8155,0.0,0.37,0.429,8.445,6.4396,6.9275
356,0.8582,0.0,0.37,0.429,7.9689,5.917,6.9345
357,0.9,0.0,0.37,0.429,7.4182,5.4647,6.9412
358,0.942,0.0,0.37,0.429,6.6479,5.1357,6.9474
359,0.9845,0.0,0.37,0.429,6.0616,4.9196,6.9529
360,0.016,0.0,0.37,0.333,5.462,4.9016,6.9575
361,0.0582,0.0,0.37,0.333,5.0788,5.1769,6.9603
362,0.1005,0.0,0.37,0.333,4.8333,5.6042,6.9614
363,0.1423,0.0,0.37,0.333,4.7044,6.0896,6.9616
364,0.1847,0.0,0.37,0.333,4.6742,6.6007,6.9619
365,0.2265,0.0,0.37,0.333,4.7648,7.0998,6.9623
366,0.269,0.0,0.37,0.333,5.3545,7.5054,6.9617
367,0.3105,0.0,0.37,0.333,6.7305,7.6555,6.9594
368,0.353,0.0,0.37,0.333,7.3967,7.6838,6.9573
369,0.395,0.0,0.37,0.333,7.617,7.7024,6.9568
370,0.437,0.0,0.37,0.333,7.7406,7.8176,6.9552
371,0.4795,0.0,0.37,0.333,7.7593,8.0689,6.953
372,0.521,0.0,0.37,0.333,7.7884,8.2777,6.9508
373,0.5632,0.0,0.37,0.333,7.6308,8.4381,6.9488
374,0.6055,0.0,0.37,0.333,7.5669,8.5328,6.9501
375,0.6475,0.0,0.37,0.333,7.7287,8.5082,6.952
376,0.6898,0.0,0.37,0.333,8.4316,8.2356,6.9523
377,0.7315,0.0,0.37,0.333,9.2672,7.7233,6.9463
378,0.774,0.0,0.37,0.333,9.0408,7.1452,6.9385
379,0.8155,0.0,0.37,0.333,8.593,6.5708,6.9325
380,0.8582,0.0,0.37,0.333,8.1356,6.0246,6.9268
381,0.9,0.0,0.37,0.333,7.5807,5.5462,6.9207
382,0.942,0.0,0.37,0.333,6.7959,5.1936,6.917
383,0.9845,0.0,0.37,0.333,6.1936,4.9571,6.9157
384,0.016,0.0,0.259,0.286,5.5725,4.9183,6.9147
385,0.0582,0.0,0.259,0.286,5.1465,5.1733,6.9146
386,0.1005,0.0,0.259,0.286,4.8581,5.5881,6.9156
387,0.1423,0.0,0.259,0.286,4.7109,6.0704,6.9165
388,0.1847,0.0,0.259,0.286,4.6799,6.5742,6.9162
389,0.2265,0.0,0.259,0.286,4.7747,7.0629,6.9153
390,0.269,0.0,0.259,0.286,5.34,7.4619,6.9123
391,0.3105,0.0,0.259,0.286,6.6762,7.6132,6.9088
392,0.353,0.0,0.259,0.286,7.347,7.6548,6.9066
393,0.395,0.0,0.259,0.286,7.6048,7.6833,6.8994
394,0.437,0.0,0.259,0.286,7.7023,7.8058,6.8902
395,0.4795,0.0,0.259,0.286,7.7069,8.0419,6.8813
396,0.521,0.0,0.259,0.286,7.7341,8.2285,6.8714
397,0.5632,0.0,0.259,0.286,7.5841,8.3728,6.8604
398,0.6055,0.0,0.259,0.286,7.5968,8.4396,6.8431
399,0.6475,0.0,0.259,0.286,7.7757,8.3827,6.8223
400,0.6898,0.0,0.259,0.286,8.437,8.0945,6.7963
401,0.7315,0.0,0.259,0.286,9.1238,7.601,6.7714
402,0.774,0.0,0.259,0.286,8.8538,7.05,6.7512
403,0.8155,0.0,0.259,0.286,8.4496,6.4993,6.7331
404,0.8582,0.0,0.259,0.286,7.9976,5.98,6.7159
405,0.9,0.0,0.259,0.286,7.4346,5.5294,6.7018
406,0.942,0.0,0.259,0.286,6.7076,5.1903,6.6941
407,0.9845,0.0,0.259,0.286,6.163,4.9556,6.6989
408,0.016,0.0,0.37,0.571,5.5477,4.9086,6.709
409,0.0582,0.0,0.37,0.571,5.1453,5.1497,6.7126
410,0.1005,0.0,0.37,0.571,4.8818,5.552,6.7121
411,0.1423,0.0,0.37,0.571,4.7308,6.0023,6.7101
412,0.1847,0.0,0.37,0.571,4.6734,6.4702,6.7068
413,0.2265,0.0,0.37,0.571,4.7545,6.9265,6.7
414,0.269,0.0,0.37,0.571,5.2658,7.2983,6.6792
415,0.3105,0.0,0.37,0.571,6.5921,7.4199,6.6207
416,0.353,0.0,0.37,0.571,7.2958,7.4006,6.5532
417,0.395,0.0,0.37,0.571,7.4323,7.3749,6.506
418,0.437,0.0,0.37,0.571,7.4809,7.4302,6.472
