ID,hour,holiday,maxtemp,mintemp,load,sixhour,day
18110,0.6055,1.0,0.296,0.381,6.872,7.5572,6.7771
18111,0.6475,1.0,0.296,0.381,6.83,7.5767,6.8356
18112,0.6898,1.0,0.296,0.381,7.4101,7.3982,6.9008
18113,0.7315,1.0,0.296,0.381,8.1165,7.0368,6.9593
18114,0.774,1.0,0.296,0.381,7.9704,6.6132,7.0102
18115,0.8155,1.0,0.296,0.381,7.6644,6.1861,7.057
18116,0.8582,1.0,0.296,0.381,7.3516,5.7727,7.0977
18117,0.9,1.0,0.296,0.381,6.9474,5.4111,7.1308
18118,0.942,1.0,0.296,0.381,6.3389,5.1456,7.155
18119,0.9845,1.0,0.296,0.381,5.9481,4.9623,7.1727
18120,0.016,0.0,0.296,0.429,5.4287,4.9733,7.1727
18121,0.0582,0.0,0.296,0.429,5.1021,5.2745,7.1727
18122,0.1005,0.0,0.296,0.429,4.8711,5.7464,7.1727
18123,0.1423,0.0,0.296,0.429,4.7778,6.266,7.1727
18124,0.1847,0.0,0.296,0.429,4.7457,6.8127,7.1727
18125,0.2265,0.0,0.296,0.429,4.8486,7.3499,7.1727
18126,0.269,0.0,0.296,0.429,5.4945,7.7876,7.1727
18127,0.3105,0.0,0.296,0.429,6.9095,7.9761,7.1727
18128,0.353,0.0,0.296,0.429,7.7023,8.032,7.1727
18129,0.395,0.0,0.296,0.429,7.8954,8.0884,7.1727
18130,0.437,0.0,0.296,0.429,8.0259,8.2467,7.1727
18131,0.4795,0.0,0.296,0.429,8.0717,8.488,7.1727
18132,0.521,0.0,0.296,0.429,8.1207,8.6668,7.1727
18133,0.5632,0.0,0.296,0.429,8.0404,8.7912,7.1727
18134,0.6055,0.0,0.296,0.429,8.0381,8.8398,7.1727
18135,0.6475,0.0,0.296,0.429,8.2335,8.7577,7.1727
18136,0.6898,0.0,0.296,0.429,8.9758,8.415,7.1727
18137,0.7315,0.0,0.296,0.429,9.5197,7.8904,7.1727
18138,0.774,0.0,0.296,0.429,9.1934,7.263,7.1727
18139,0.8155,0.0,0.296,0.429,8.7865,6.6489,7.1727
18140,0.8582,0.0,0.296,0.429,8.3299,6.0724,7.1727
18141,0.9,0.0,0.296,0.429,7.7409,5.5786,7.1727
18142,0.942,0.0,0.296,0.429,6.9195,5.2163,7.1727
18143,0.9845,0.0,0.296,0.429,6.3722,4.9623,7.1727
18144,0.016,0.0,0.333,0.571,5.4287,4.9733,7.1817
18145,0.0582,0.0,0.333,0.571,5.1021,5.2745,7.1891
18146,0.1005,0.0,0.333,0.571,4.8711,5.7464,7.1943
18147,0.1423,0.0,0.333,0.571,4.7778,6.266,7.1981
18148,0.1847,0.0,0.333,0.571,4.7457,6.8127,7.2015
18149,0.2265,0.0,0.333,0.571,4.8486,7.3499,7.2049
18150,0.269,0.0,0.333,0.571,5.4945,7.7876,7.2072
18151,0.3105,0.0,0.333,0.571,6.9095,7.9761,7.2078
18152,0.353,0.0,0.333,0.571,7.7023,8.032,7.2034
18153,0.395,0.0,0.333,0.571,7.8954,8.0884,7.1949
18154,0.437,0.0,0.333,0.571,8.0259,8.2467,7.1826
18155,0.4795,0.0,0.333,0.571,8.0717,8.488,7.169
18156,0.521,0.0,0.333,0.571,8.1207,8.6668,7.1555
18157,0.5632,0.0,0.333,0.571,8.0404,8.7912,7.1406
18158,0.6055,0.0,0.333,0.571,8.0381,8.8398,7.1249
18159,0.6475,0.0,0.333,0.571,8.2335,8.7577,7.1068
18160,0.6898,0.0,0.333,0.571,8.9758,8.415,7.0903
18161,0.7315,0.0,0.333,0.571,9.5197,7.8904,7.0766
18162,0.774,0.0,0.333,0.571,9.1934,7.2992,7.0634
18163,0.8155,0.0,0.333,0.571,8.7865,6.7146,7.0494
18164,0.8582,0.0,0.333,0.571,8.3299,6.159,7.0373
18165,0.9,0.0,0.333,0.571,7.7409,5.6805,7.0276
18166,0.942,0.0,0.333,0.571,6.9195,5.3317,7.0255
18167,0.9845,0.0,0.333,0.571,6.3722,5.0913,7.0235
18168,0.016,0.0,0.556,0.81,5.6459,5.0753,7.0262
18169,0.0582,0.0,0.556,0.81,5.2792,5.3495,7.0271
18170,0.1005,0.0,0.556,0.81,4.9962,5.7828,7.0272
18171,0.1423,0.0,0.556,0.81,4.87,6.2529,7.0262
18172,0.1847,0.0,0.556,0.81,4.8268,6.737,7.0256
18173,0.2265,0.0,0.556,0.81,4.9296,7.2061,7.0276
18174,0.269,0.0,0.556,0.81,5.5503,7.5805,7.0289
18175,0.3105,0.0,0.556,0.81,6.9244,7.7072,7.0274
18176,0.353,0.0,0.556,0.81,7.5956,7.718,7.0263
18177,0.395,0.0,0.556,0.81,7.6905,7.7362,7.022
18178,0.437,0.0,0.556,0.81,7.7318,7.8773,7.0161
18179,0.4795,0.0,0.556,0.81,7.744,8.1187,7.0092
18180,0.521,0.0,0.556,0.81,7.7968,8.2987,7.0003
18181,0.5632,0.0,0.556,0.81,7.6847,8.4263,6.9916
18182,0.6055,0.0,0.556,0.81,7.6602,8.4894,6.9824
18183,0.6475,0.0,0.556,0.81,7.7998,8.4407,6.9732
18184,0.6898,0.0,0.556,0.81,8.5785,8.1559,6.9641
18185,0.7315,0.0,0.556,0.81,9.1923,7.6778,6.9592
18186,0.774,0.0,0.556,0.81,8.8768,7.1503,6.9556
18187,0.8155,0.0,0.556,0.81,8.45,6.6254,6.9552
18188,0.8582,0.0,0.556,0.81,8.0392,6.1186,6.9559
18189,0.9,0.0,0.556,0.81,7.5076,5.6749,6.9552
18190,0.942,0.0,0.556,0.81,6.8694,5.3323,6.9532
18191,0.9845,0.0,0.556,0.81,6.324,5.1079,6.9503
18192,0.016,0.0,0.556,0.619,5.7113,5.0862,6.9465
18193,0.0582,0.0,0.556,0.619,5.301,5.3506,6.9442
18194,0.1005,0.0,0.556,0.619,4.9985,5.779,6.9414
18195,0.1423,0.0,0.556,0.619,4.8455,6.236,6.9389
18196,0.1847,0.0,0.556,0.619,4.8134,6.699,6.9377
18197,0.2265,0.0,0.556,0.619,4.9778,7.1322,6.9334
18198,0.269,0.0,0.556,0.619,5.5813,7.466,6.9298
18199,0.3105,0.0,0.556,0.619,6.887,7.5642,6.9258
18200,0.353,0.0,0.556,0.619,7.5688,7.5425,6.9252
18201,0.395,0.0,0.556,0.619,7.588,7.5412,6.9264
18202,0.437,0.0,0.556,0.619,7.591,7.6691,6.9263
18203,0.4795,0.0,0.556,0.619,7.5773,7.9188,6.9281
18204,0.521,0.0,0.556,0.619,7.5841,8.1198,6.9295
18205,0.5632,0.0,0.556,0.619,7.4759,8.2807,6.93
18206,0.6055,0.0,0.556,0.619,7.4384,8.3838,6.9281
18207,0.6475,0.0,0.556,0.619,7.5807,8.3685,6.9229
18208,0.6898,0.0,0.556,0.619,8.3582,8.1125,6.9097
18209,0.7315,0.0,0.556,0.619,9.0753,7.6423,6.8923
18210,0.774,0.0,0.556,0.619,8.7903,7.1141,6.8787
18211,0.8155,0.0,0.556,0.619,8.4416,6.5811,6.8631
18212,0.8582,0.0,0.556,0.619,8.0564,6.0604,6.8463
18213,0.9,0.0,0.556,0.619,7.4889,5.6097,6.8333
18214,0.942,0.0,0.556,0.619,6.8227,5.2703,6.8244
18215,0.9845,0.0,0.556,0.619,6.2536,5.0405,6.8236
18216,0.016,0.0,0.519,0.571,5.6215,5.0191,6.8261
18217,0.0582,0.0,0.519,0.571,5.2436,5.2773,6.8257
18218,0.1005,0.0,0.519,0.571,4.9319,5.7141,6.8235
18219,0.1423,0.0,0.519,0.571,4.7847,6.1863,6.8211
18220,0.1847,0.0,0.519,0.571,4.7862,6.6532,6.815
18221,0.2265,0.0,0.519,0.571,4.8753,7.1107,6.8053
18222,0.269,0.0,0.519,0.571,5.493,7.465,6.782
18223,0.3105,0.0,0.519,0.571,6.7929,7.5806,6.7253
18224,0.353,0.0,0.519,0.571,7.5528,7.554,6.6619
18225,0.395,0.0,0.519,0.571,7.6178,7.5271,6.6178
18226,0.437,0.0,0.519,0.571,7.5872,7.6027,6.5884
18227,0.4795,0.0,0.519,0.571,7.6205,7.7759,6.563
18228,0.521,0.0,0.519,0.571,7.6189,7.9165,6.5404
18229,0.5632,0.0,0.519,0.571,7.4866,8.0132,6.5194
18230,0.6055,0.0,0.519,0.571,7.3929,8.0565,6.4951
18231,0.6475,0.0,0.519,0.571,7.4564,8.0103,6.467
18232,0.6898,0.0,0.519,0.571,8.0408,7.7714,6.4377
18233,0.7315,0.0,0.519,0.571,8.6596,7.3674,6.4185
18234,0.774,0.0,0.519,0.571,8.463,6.9036,6.402
18235,0.8155,0.0,0.519,0.571,8.0664,6.4318,6.3824
18236,0.8582,0.0,0.519,0.571,7.653,5.9695,6.3619
18237,0.9,0.0,0.519,0.571,7.1791,5.5605,6.3434
18238,0.942,0.0,0.519,0.571,6.6074,5.2326,6.3303
18239,0.9845,0.0,0.519,0.571,6.2357,4.9672,6.3216
18240,0.016,1.0,0.519,0.524,5.68,4.8428,6.3182
18241,0.0582,1.0,0.519,0.524,5.236,4.8756,6.3152
18242,0.1005,1.0,0.519,0.524,4.8791,5.0676,6.3147
18243,0.1423,1.0,0.519,0.524,4.725,5.3732,6.312
18244,0.1847,1.0,0.519,0.524,4.6397,5.7471,6.3091
18245,0.2265,1.0,0.519,0.524,4.6436,6.1416,6.3034
18246,0.269,1.0,0.519,0.524,4.9331,6.4985,6.2911
18247,0.3105,1.0,0.519,0.524,5.4329,6.7571,6.2692
18248,0.353,1.0,0.519,0.524,6.0314,6.8868,6.2345
18249,0.395,1.0,0.519,0.524,6.5584,6.9239,6.2011
18250,0.437,1.0,0.519,0.524,6.8831,6.9996,6.1769
18251,0.4795,1.0,0.519,0.524,7.0109,7.1977,6.1615
18252,0.521,1.0,0.519,0.524,7.0743,7.3631,6.1522
18253,0.5632,1.0,0.519,0.524,6.9845,7.4652,6.1469
18254,0.6055,1.0,0.519,0.524,6.8093,7.5237,6.1428
18255,0.6475,1.0,0.519,0.524,6.781,7.516,6.1386
18256,0.6898,1.0,0.519,0.524,7.3378,7.3417,6.1361
18257,0.7315,1.0,0.519,0.524,8.1995,6.9799,6.1253
18258,0.774,1.0,0.519,0.524,8.0664,6.5683,6.1177
18259,0.8155,1.0,0.519,0.524,7.5971,6.163,6.1179
18260,0.8582,1.0,0.519,0.524,7.1604,5.7808,6.1214
18261,0.9,1.0,0.519,0.524,6.7347,5.4349,6.1243
18262,0.942,1.0,0.519,0.524,6.2923,5.1479,6.1213
18263,0.9845,1.0,0.519,0.524,6.0288,4.8944,6.1118
18264,0.016,1.0,0.407,0.429,5.5962,4.7344,6.0989
18265,0.0582,1.0,0.407,0.429,5.1656,4.6916,6.0892
18266,0.1005,1.0,0.407,0.429,4.8673,4.7469,6.0825
18267,0.1423,1.0,0.407,0.429,4.6592,4.9295,6.0791
18268,0.1847,1.0,0.407,0.429,4.5705,5.2184,6.0764
18269,0.2265,1.0,0.407,0.429,4.5078,5.5739,6.0825
18270,0.269,1.0,0.407,0.429,4.6359,5.9431,6.11
18271,0.3105,1.0,0.407,0.429,4.909,6.2677,6.183
18272,0.353,1.0,0.407,0.429,5.1989,6.5198,6.2783
18273,0.395,1.0,0.407,0.429,5.7549,6.674,6.3589
18274,0.437,1.0,0.407,0.429,6.3041,6.8365,6.4214
18275,0.4795,1.0,0.407,0.429,6.6407,7.0528,6.4731
18276,0.521,1.0,0.407,0.429,6.851,7.2252,6.5186
18277,0.5632,1.0,0.407,0.429,6.8567,7.3491,6.5615
18278,0.6055,1.0,0.407,0.429,6.7114,7.438,6.6102
18279,0.6475,1.0,0.407,0.429,6.6801,7.4587,6.6684
18280,0.6898,1.0,0.407,0.429,7.279,7.2825,6.7309
18281,0.7315,1.0,0.407,0.429,7.9387,6.9259,6.7926
18282,0.774,1.0,0.407,0.429,7.8851,6.493,6.8467
18283,0.8155,1.0,0.407,0.429,7.6002,6.0483,6.8938
18284,0.8582,1.0,0.407,0.429,7.2449,5.6253,6.9354
18285,0.9,1.0,0.407,0.429,6.8043,5.2543,6.9715
18286,0.942,1.0,0.407,0.429,6.2215,4.9681,6.9991
18287,0.9845,1.0,0.407,0.429,5.7993,4.7774,7.019
18288,0.016,0.0,0.37,0.429,5.2876,4.7788,7.0334
18289,0.0582,0.0,0.37,0.429,4.9323,5.067,7.0462
18290,0.1005,0.0,0.37,0.429,4.7067,5.5303,7.0549
18291,0.1423,0.0,0.37,0.429,4.5786,6.0485,7.0631
18292,0.1847,0.0,0.37,0.429,4.5044,6.5987,7.0733
18293,0.2265,0.0,0.37,0.429,4.655,7.1362,7.0823
18294,0.269,0.0,0.37,0.429,5.296,7.5776,7.0917
18295,0.3105,0.0,0.37,0.429,6.6613,7.7817,7.0995
18296,0.353,0.0,0.37,0.429,7.4866,7.8474,7.1049
18297,0.395,0.0,0.37,0.429,7.6878,7.9122,7.1035
18298,0.437,0.0,0.37,0.429,7.8052,8.0743,7.0988
18299,0.4795,0.0,0.37,0.429,7.8801,8.331,7.0912
18300,0.521,0.0,0.37,0.429,7.9448,8.5376,7.0828
18301,0.5632,0.0,0.37,0.429,7.8855,8.678,7.0706
18302,0.6055,0.0,0.37,0.429,7.8809,8.7387,7.0587
18303,0.6475,0.0,0.37,0.429,8.0767,8.6709,7.0502
18304,0.6898,0.0,0.37,0.429,8.7777,8.3555,7.0419
18305,0.7315,0.0,0.37,0.429,9.4206,7.8315,7.035
18306,0.774,0.0,0.37,0.429,9.1839,7.2398,7.0302
18307,0.8155,0.0,0.37,0.429,8.7284,6.6583,7.0268
18308,0.8582,0.0,0.37,0.429,8.245,6.1033,7.0254
18309,0.9,0.0,0.37,0.429,7.6698,5.6208,7.0246
18310,0.942,0.0,0.37,0.429,6.885,5.2648,7.027
18311,0.9845,0.0,0.37,0.429,6.277,5.0303,7.03
18312,0.016,0.0,0.407,0.619,5.6333,5.0119,7.033
18313,0.0582,0.0,0.407,0.619,5.2394,5.2801,7.0333
18314,0.1005,0.0,0.407,0.619,4.9155,5.7301,7.0371
18315,0.1423,0.0,0.407,0.619,4.7747,6.2102,7.0394
18316,0.1847,0.0,0.407,0.619,4.7487,6.7008,7.0396
18317,0.2265,0.0,0.407,0.619,4.8704,7.1718,7.0402
18318,0.269,0.0,0.407,0.619,5.5228,7.5418,7.0406
18319,0.3105,0.0,0.407,0.619,6.8483,7.6662,7.0409
18320,0.353,0.0,0.407,0.619,7.6155,7.6627,7.0415
18321,0.395,0.0,0.407,0.619,7.6553,7.6989,7.0463
18322,0.437,0.0,0.407,0.619,7.6927,7.8467,7.0531
18323,0.4795,0.0,0.407,0.619,7.6962,8.1062,7.0614
18324,0.521,0.0,0.407,0.619,7.7428,8.3275,7.0709
18325,0.5632,0.0,0.407,0.619,7.5945,8.5026,7.0827
18326,0.6055,0.0,0.407,0.619,7.5948,8.6055,7.0932
18327,0.6475,0.0,0.407,0.619,7.8721,8.5685,7.0984
18328,0.6898,0.0,0.407,0.619,8.5796,8.2958,7.1013
18329,0.7315,0.0,0.407,0.619,9.2531,7.8115,7.1041
18330,0.774,0.0,0.407,0.619,9.0707,7.2507,7.1058
18331,0.8155,0.0,0.407,0.619,8.6454,6.6842,7.1071
18332,0.8582,0.0,0.407,0.619,8.2121,6.1502,7.1078
18333,0.9,0.0,0.407,0.619,7.6503,5.6802,7.1109
18334,0.942,0.0,0.407,0.619,6.9432,5.3151,7.1136
18335,0.9845,0.0,0.407,0.619,6.3473,5.0715,7.1177
18336,0.016,0.0,0.481,0.667,5.7056,5.0425,7.1197
18337,0.0582,0.0,0.481,0.667,5.2467,5.3105,7.1223
18338,0.1005,0.0,0.481,0.667,5.0084,5.7475,7.1239
18339,0.1423,0.0,0.481,0.667,4.8298,6.2374,7.1265
18340,0.1847,0.0,0.481,0.667,4.7526,6.7548,7.1299
18341,0.2265,0.0,0.481,0.667,4.8857,7.2564,7.1334
18342,0.269,0.0,0.481,0.667,5.5316,7.663,7.136
18343,0.3105,0.0,0.481,0.667,6.8552,7.8334,7.1345
18344,0.353,0.0,0.481,0.667,7.6304,7.8694,7.1338
18345,0.395,0.0,0.481,0.667,7.7692,7.9076,7.1313
18346,0.437,0.0,0.481,0.667,7.8568,8.0395,7.1235
18347,0.4795,0.0,0.481,0.667,7.8951,8.2772,7.1165
18348,0.521,0.0,0.481,0.667,7.9712,8.4672,7.1125
18349,0.5632,0.0,0.481,0.667,7.8778,8.6001,7.1067
18350,0.6055,0.0,0.481,0.667,7.8465,8.664,7.0963
18351,0.6475,0.0,0.481,0.667,7.9983,8.6182,7.0879
18352,0.6898,0.0,0.481,0.667,8.6481,8.3449,7.0836
18353,0.7315,0.0,0.481,0.667,9.3216,7.8657,7.0775
18354,0.774,0.0,0.481,0.667,9.1108,7.3062,7.0732
18355,0.8155,0.0,0.481,0.667,8.6752,6.7451,7.0708
18356,0.8582,0.0,0.481,0.667,8.2301,6.2146,7.0714
18357,0.9,0.0,0.481,0.667,7.7237,5.7426,7.0731
18358,0.942,0.0,0.481,0.667,7.0082,5.3805,7.0759
18359,0.9845,0.0,0.481,0.667,6.446,5.1342,7.0796
18360,0.016,0.0,0.333,0.429,5.7538,5.1078,7.0843
18361,0.0582,0.0,0.333,0.429,5.3086,5.3596,7.0873
18362,0.1005,0.0,0.333,0.429,5.0474,5.7871,7.0886
18363,0.1423,0.0,0.333,0.429,4.8914,6.2568,7.0897
18364,0.1847,0.0,0.333,0.429,4.8356,6.7289,7.0905
18365,0.2265,0.0,0.333,0.429,4.9683,7.1888,7.0902
18366,0.269,0.0,0.333,0.429,5.5958,7.5688,7.0903
18367,0.3105,0.0,0.333,0.429,6.8193,7.7221,7.0935
18368,0.353,0.0,0.333,0.429,7.6121,7.7196,7.0988
18369,0.395,0.0,0.333,0.429,7.7096,7.7339,7.1045
18370,0.437,0.0,0.333,0.429,7.6687,7.8802,7.1118
18371,0.4795,0.0,0.333,0.429,7.7272,8.1212,7.1158
18372,0.521,0.0,0.333,0.429,7.8759,8.3102,7.1126
18373,0.5632,0.0,0.333,0.429,7.739,8.4565,7.1075
18374,0.6055,0.0,0.333,0.429,7.5971,8.5642,7.1037
18375,0.6475,0.0,0.333,0.429,7.7952,8.5592,7.0945
18376,0.6898,0.0,0.333,0.429,8.5467,8.3141,7.0785
18377,0.7315,0.0,0.333,0.429,9.1732,7.8744,7.0649
18378,0.774,0.0,0.333,0.429,9.0099,7.3504,7.0557
18379,0.8155,0.0,0.333,0.429,8.6171,6.8108,7.0474
18380,0.8582,0.0,0.333,0.429,8.2431,6.2837,7.0352
18381,0.9,0.0,0.333,0.429,7.7654,5.8089,7.023
18382,0.942,0.0,0.333,0.429,7.0763,5.4385,7.0143
18383,0.9845,0.0,0.333,0.429,6.5347,5.1762,7.0144
18384,0.016,0.0,0.444,0.619,5.8658,5.1319,7.0192
18385,0.0582,0.0,0.444,0.619,5.3794,5.3847,7.0246
18386,0.1005,0.0,0.444,0.619,5.0803,5.8278,7.0278
18387,0.1423,0.0,0.444,0.619,4.9166,6.3161,7.0279
18388,0.1847,0.0,0.444,0.619,4.8543,6.8144,7.027
18389,0.2265,0.0,0.444,0.619,4.961,7.2914,7.0206
18390,0.269,0.0,0.444,0.619,5.5997,7.6578,6.9976
18391,0.3105,0.0,0.444,0.619,6.8965,7.7778,6.9422
18392,0.353,0.0,0.444,0.619,7.7386,7.7393,6.8735
18393,0.395,0.0,0.444,0.619,7.8465,7.6939,6.8272
18394,0.437,0.0,0.444,0.619,7.8442,7.7469,6.795
18395,0.4795,0.0,0.444,0.619,7.8232,7.9174,6.7655
18396,0.521,0.0,0.444,0.619,7.7975,8.0826,6.7368
18397,0.5632,0.0,0.444,0.619,7.6166,8.2163,6.7113
18398,0.6055,0.0,0.444,0.619,7.508,8.2901,6.6842
18399,0.6475,0.0,0.444,0.619,7.5738,8.2732,6.6571
18400,0.6898,0.0,0.444,0.619,8.162,8.0573,6.6323
18401,0.7315,0.0,0.444,0.619,8.8466,7.6723,6.611
18402,0.774,0.0,0.444,0.619,8.7884,7.2047,6.5875
18403,0.8155,0.0,0.444,0.619,8.419,6.7194,6.5595
18404,0.8582,0.0,0.444,0.619,7.9509,6.2538,6.5316
18405,0.9,0.0,0.444,0.619,7.4725,5.8286,6.5061
18406,0.942,0.0,0.444,0.619,6.8663,5.4893,6.4862
18407,0.9845,0.0,0.444,0.619,6.5366,5.2013,6.4692
18408,0.016,1.0,0.333,0.286,5.9829,5.0452,6.4567
18409,0.0582,1.0,0.333,0.286,5.5075,5.0552,6.4461
18410,0.1005,1.0,0.333,0.286,5.1568,5.2107,6.4361
18411,0.1423,1.0,0.333,0.286,4.9212,5.513,6.4271
18412,0.1847,1.0,0.333,0.286,4.831,5.8865,6.4171
18413,0.2265,1.0,0.333,0.286,4.8084,6.2712,6.4055
18414,0.269,1.0,0.333,0.286,5.0463,6.6148,6.3891
18415,0.3105,1.0,0.333,0.286,5.5675,6.8541,6.3621
18416,0.353,1.0,0.333,0.286,6.0899,6.9823,6.3284
18417,0.395,1.0,0.333,0.286,6.7347,7.0135,6.29
18418,0.437,1.0,0.333,0.286,7.0721,7.096,6.2602
18419,0.4795,1.0,0.333,0.286,7.1164,7.2993,6.2412
18420,0.521,1.0,0.333,0.286,7.1084,7.4853,6.232
18421,0.5632,1.0,0.333,0.286,7.0032,7.6092,6.226
18422,0.6055,1.0,0.333,0.286,6.859,7.6796,6.217
18423,0.6475,1.0,0.333,0.286,6.9218,7.6695,6.2048
18424,0.6898,1.0,0.333,0.286,7.5669,7.4731,6.1896
18425,0.7315,1.0,0.333,0.286,8.3368,7.1051,6.1733
18426,0.774,1.0,0.333,0.286,8.2243,6.6814,6.16
18427,0.8155,1.0,0.333,0.286,7.7463,6.2657,6.1554
18428,0.8582,1.0,0.333,0.286,7.2812,5.8719,6.1589
18429,0.9,1.0,0.333,0.286,6.8617,5.5125,6.1643
18430,0.942,1.0,0.333,0.286,6.3883,5.2128,6.1653
18431,0.9845,1.0,0.333,0.286,6.129,4.9464,6.1593
18432,0.016,1.0,0.296,0.429,5.6819,4.7749,6.1488
18433,0.0582,1.0,0.296,0.429,5.2524,4.7194,6.1401
18434,0.1005,1.0,0.296,0.429,4.9182,4.7799,6.1356
18435,0.1423,1.0,0.296,0.429,4.7051,4.9646,6.1328
18436,0.1847,1.0,0.296,0.429,4.5904,5.2588,6.1363
18437,0.2265,1.0,0.296,0.429,4.5304,5.6141,6.1474
18438,0.269,1.0,0.296,0.429,4.6527,5.9864,6.1803
18439,0.3105,1.0,0.296,0.429,4.9197,6.3095,6.2562
18440,0.353,1.0,0.296,0.429,5.2811,6.5366,6.3547
18441,0.395,1.0,0.296,0.429,5.8131,6.6728,6.4376
18442,0.437,1.0,0.296,0.429,6.3561,6.8136,6.5003
18443,0.4795,1.0,0.296,0.429,6.6617,7.0274,6.5507
18444,0.521,1.0,0.296,0.429,6.887,7.1972,6.5911
18445,0.5632,1.0,0.296,0.429,6.8583,7.327,6.6277
18446,0.6055,1.0,0.296,0.429,6.6437,7.4471,6.6702
18447,0.6475,1.0,0.296,0.429,6.63,7.5073,6.7197
18448,0.6898,1.0,0.296,0.429,7.2009,7.3759,6.7757
18449,0.7315,1.0,0.296,0.429,7.9448,7.0494,6.8382
18450,0.774,1.0,0.296,0.429,7.9058,6.6368,6.8942
18451,0.8155,1.0,0.296,0.429,7.6369,6.2044,6.9451
18452,0.8582,1.0,0.296,0.429,7.3642,5.7789,6.9894
18453,0.9,1.0,0.296,0.429,6.9914,5.3866,7.0273
18454,0.942,1.0,0.296,0.429,6.4123,5.0969,7.0593
18455,0.9845,1.0,0.296,0.429,5.9855,4.8988,7.0844
18456,0.016,0.0,0.37,0.476,5.4302,4.9009,7.1055
18457,0.0582,0.0,0.37,0.476,5.0428,5.184,7.1248
18458,0.1005,0.0,0.37,0.476,4.8111,5.6562,7.1419
18459,0.1423,0.0,0.37,0.476,4.6374,6.1838,7.1594
18460,0.1847,0.0,0.37,0.476,4.6745,6.7147,7.1742
18461,0.2265,0.0,0.37,0.476,4.7965,7.2272,7.1868
18462,0.269,0.0,0.37,0.476,5.4432,7.6295,7.2002
18463,0.3105,0.0,0.37,0.476,6.7412,7.7955,7.2133
18464,0.353,0.0,0.37,0.476,7.6442,7.7985,7.2233
18465,0.395,0.0,0.37,0.476,7.8033,7.8011,7.2329
18466,0.437,0.0,0.37,0.476,7.8599,7.9152,7.2429
18467,0.4795,0.0,0.37,0.476,7.8713,8.1776,7.2516
18468,0.521,0.0,0.37,0.476,7.8568,8.4096,7.2652
18469,0.5632,0.0,0.37,0.476,7.7375,8.5966,7.2827
18470,0.6055,0.0,0.37,0.476,7.6622,8.724,7.3027
18471,0.6475,0.0,0.37,0.476,7.819,8.7378,7.327
18472,0.6898,0.0,0.37,0.476,8.5444,8.5101,7.3511
18473,0.7315,0.0,0.37,0.476,9.4455,8.0339,7.3538
18474,0.774,0.0,0.37,0.476,9.2489,7.482,7.3523
18475,0.8155,0.0,0.37,0.476,8.8596,6.9232,7.3496
18476,0.8582,0.0,0.37,0.476,8.4266,6.3891,7.3479
18477,0.9,0.0,0.37,0.476,7.9016,5.915,7.3452
18478,0.942,0.0,0.37,0.476,7.1788,5.5566,7.3421
18479,0.9845,0.0,0.37,0.476,6.5879,5.3084,7.3415
18480,0.016,0.0,0.37,0.476,5.9374,5.2799,7.338
18481,0.0582,0.0,0.37,0.476,5.5071,5.5379,7.3316
18482,0.1005,0.0,0.37,0.476,5.2218,5.9817,7.3276
18483,0.1423,0.0,0.37,0.476,5.0574,6.4779,7.3253
18484,0.1847,0.0,0.37,0.476,5.0279,6.9896,7.3199
18485,0.2265,0.0,0.37,0.476,5.0987,7.4864,7.3184
18486,0.269,0.0,0.37,0.476,5.7664,7.8893,7.3118
18487,0.3105,0.0,0.37,0.476,7.0552,8.0731,7.3004
18488,0.353,0.0,0.37,0.476,7.8847,8.1159,7.2903
18489,0.395,0.0,0.37,0.476,8.0343,8.1774,7.2842
18490,0.437,0.0,0.37,0.476,8.0981,8.3481,7.2749
18491,0.4795,0.0,0.37,0.476,8.0798,8.5865,7.2636
18492,0.521,0.0,0.37,0.476,8.1838,8.7582,7.2461
18493,0.5632,0.0,0.37,0.476,8.1582,8.8642,7.2236
18494,0.6055,0.0,0.37,0.476,8.141,8.9048,7.1968
18495,0.6475,0.0,0.37,0.476,8.4037,8.8103,7.1664
18496,0.6898,0.0,0.37,0.476,9.1219,8.474,7.1327
18497,0.7315,0.0,0.37,0.476,9.5105,7.9847,7.1143
18498,0.774,0.0,0.37,0.476,9.2141,7.4247,7.1042
18499,0.8155,0.0,0.37,0.476,8.7938,6.8514,7.0976
18500,0.8582,0.0,0.37,0.476,8.385,6.3081,7.0914
18501,0.9,0.0,0.37,0.476,7.8365,5.8356,7.0882
18502,0.942,0.0,0.37,0.476,7.1042,5.4681,7.0869
18503,0.9845,0.0,0.37,0.476,6.5745,5.2161,7.0848
18504,0.016,0.0,0.333,0.429,5.854,5.1748,7.0855
18505,0.0582,0.0,0.333,0.429,5.3541,5.4128,7.0869
18506,0.1005,0.0,0.333,0.429,5.1254,5.8322,7.0852
18507,0.1423,0.0,0.333,0.429,5.0015,6.3134,7.0818
18508,0.1847,0.0,0.333,0.429,4.899,6.8093,7.081
18509,0.2265,0.0,0.333,0.429,5.0623,7.2672,7.0761
18510,0.269,0.0,0.333,0.429,5.6065,7.6267,7.0712
18511,0.3105,0.0,0.333,0.429,6.7822,7.7659,7.065
18512,0.353,0.0,0.333,0.429,7.6419,7.7418,7.0575
18513,0.395,0.0,0.333,0.429,7.8882,7.7061,7.048
18514,0.437,0.0,0.333,0.429,7.8744,7.7796,7.0393
18515,0.4795,0.0,0.333,0.429,7.8098,7.9893,7.0324
